.group,daynr,sex,age_group,daynr.sex,daynr.age_group,ethnicityg,ethnicity_wo,age2
1353,23,Female,"(1,11]",Female_23,"(1,11]_23",Black,Non-White,133
1354,23,Female,"(1,11]",Female_23,"(1,11]_23",Mixed,Non-White,133
1355,23,Female,"(1,11]",Female_23,"(1,11]_23",Other,Non-White,133
1356,23,Female,"(11,16]",Female_23,"(11,16]_23",White,White,134
1357,23,Female,"(11,16]",Female_23,"(11,16]_23",Asian,Non-White,134
1358,23,Female,"(11,16]",Female_23,"(11,16]_23",Black,Non-White,134
1359,23,Female,"(11,16]",Female_23,"(11,16]_23",Mixed,Non-White,134
1360,23,Female,"(11,16]",Female_23,"(11,16]_23",Other,Non-White,134
1361,23,Female,"(16,25]",Female_23,"(16,25]_23",White,White,135
1362,23,Female,"(16,25]",Female_23,"(16,25]_23",Asian,Non-White,135
1363,23,Female,"(16,25]",Female_23,"(16,25]_23",Black,Non-White,135
1364,23,Female,"(16,25]",Female_23,"(16,25]_23",Mixed,Non-White,135
1365,23,Female,"(16,25]",Female_23,"(16,25]_23",Other,Non-White,135
1366,23,Female,"(25,50]",Female_23,"(25,50]_23",White,White,136
1367,23,Female,"(25,50]",Female_23,"(25,50]_23",Asian,Non-White,136
1368,23,Female,"(25,50]",Female_23,"(25,50]_23",Black,Non-White,136
1369,23,Female,"(25,50]",Female_23,"(25,50]_23",Mixed,Non-White,136
1370,23,Female,"(25,50]",Female_23,"(25,50]_23",Other,Non-White,136
1371,23,Female,"(50,70]",Female_23,"(50,70]_23",White,White,137
1372,23,Female,"(50,70]",Female_23,"(50,70]_23",Asian,Non-White,137
1373,23,Female,"(50,70]",Female_23,"(50,70]_23",Black,Non-White,137
1374,23,Female,"(50,70]",Female_23,"(50,70]_23",Mixed,Non-White,137
1375,23,Female,"(50,70]",Female_23,"(50,70]_23",Other,Non-White,137
1376,23,Female,"(70, Inf]",Female_23,"(70, Inf]_23",White,White,138
1377,23,Female,"(70, Inf]",Female_23,"(70, Inf]_23",Asian,Non-White,138
1378,23,Female,"(70, Inf]",Female_23,"(70, Inf]_23",Black,Non-White,138
1379,23,Female,"(70, Inf]",Female_23,"(70, Inf]_23",Mixed,Non-White,138
1380,23,Female,"(70, Inf]",Female_23,"(70, Inf]_23",Other,Non-White,138
1381,24,Male,"(1,11]",Male_24,"(1,11]_24",White,White,139
1382,24,Male,"(1,11]",Male_24,"(1,11]_24",Asian,Non-White,139
1383,24,Male,"(1,11]",Male_24,"(1,11]_24",Black,Non-White,139
1384,24,Male,"(1,11]",Male_24,"(1,11]_24",Mixed,Non-White,139
1385,24,Male,"(1,11]",Male_24,"(1,11]_24",Other,Non-White,139
1386,24,Male,"(11,16]",Male_24,"(11,16]_24",White,White,140
1387,24,Male,"(11,16]",Male_24,"(11,16]_24",Asian,Non-White,140
1388,24,Male,"(11,16]",Male_24,"(11,16]_24",Black,Non-White,140
1389,24,Male,"(11,16]",Male_24,"(11,16]_24",Mixed,Non-White,140
1390,24,Male,"(11,16]",Male_24,"(11,16]_24",Other,Non-White,140
1391,24,Male,"(16,25]",Male_24,"(16,25]_24",White,White,141
1392,24,Male,"(16,25]",Male_24,"(16,25]_24",Asian,Non-White,141
1393,24,Male,"(16,25]",Male_24,"(16,25]_24",Black,Non-White,141
1394,24,Male,"(16,25]",Male_24,"(16,25]_24",Mixed,Non-White,141
1395,24,Male,"(16,25]",Male_24,"(16,25]_24",Other,Non-White,141
1396,24,Male,"(25,50]",Male_24,"(25,50]_24",White,White,142
1397,24,Male,"(25,50]",Male_24,"(25,50]_24",Asian,Non-White,142
1398,24,Male,"(25,50]",Male_24,"(25,50]_24",Black,Non-White,142
1399,24,Male,"(25,50]",Male_24,"(25,50]_24",Mixed,Non-White,142
1400,24,Male,"(25,50]",Male_24,"(25,50]_24",Other,Non-White,142
1401,24,Male,"(50,70]",Male_24,"(50,70]_24",White,White,143
1402,24,Male,"(50,70]",Male_24,"(50,70]_24",Asian,Non-White,143
1403,24,Male,"(50,70]",Male_24,"(50,70]_24",Black,Non-White,143
1404,24,Male,"(50,70]",Male_24,"(50,70]_24",Mixed,Non-White,143
1405,24,Male,"(50,70]",Male_24,"(50,70]_24",Other,Non-White,143
1406,24,Male,"(70, Inf]",Male_24,"(70, Inf]_24",White,White,144
1407,24,Male,"(70, Inf]",Male_24,"(70, Inf]_24",Asian,Non-White,144
1408,24,Male,"(70, Inf]",Male_24,"(70, Inf]_24",Black,Non-White,144
1409,24,Male,"(70, Inf]",Male_24,"(70, Inf]_24",Mixed,Non-White,144
1410,24,Male,"(70, Inf]",Male_24,"(70, Inf]_24",Other,Non-White,144
1411,24,Female,"(1,11]",Female_24,"(1,11]_24",White,White,139
1412,24,Female,"(1,11]",Female_24,"(1,11]_24",Asian,Non-White,139
1413,24,Female,"(1,11]",Female_24,"(1,11]_24",Black,Non-White,139
1414,24,Female,"(1,11]",Female_24,"(1,11]_24",Mixed,Non-White,139
1415,24,Female,"(1,11]",Female_24,"(1,11]_24",Other,Non-White,139
1416,24,Female,"(11,16]",Female_24,"(11,16]_24",White,White,140
1417,24,Female,"(11,16]",Female_24,"(11,16]_24",Asian,Non-White,140
1418,24,Female,"(11,16]",Female_24,"(11,16]_24",Black,Non-White,140
1419,24,Female,"(11,16]",Female_24,"(11,16]_24",Mixed,Non-White,140
1420,24,Female,"(11,16]",Female_24,"(11,16]_24",Other,Non-White,140
1421,24,Female,"(16,25]",Female_24,"(16,25]_24",White,White,141
1422,24,Female,"(16,25]",Female_24,"(16,25]_24",Asian,Non-White,141
1423,24,Female,"(16,25]",Female_24,"(16,25]_24",Black,Non-White,141
1424,24,Female,"(16,25]",Female_24,"(16,25]_24",Mixed,Non-White,141
1425,24,Female,"(16,25]",Female_24,"(16,25]_24",Other,Non-White,141
1426,24,Female,"(25,50]",Female_24,"(25,50]_24",White,White,142
1427,24,Female,"(25,50]",Female_24,"(25,50]_24",Asian,Non-White,142
1428,24,Female,"(25,50]",Female_24,"(25,50]_24",Black,Non-White,142
1429,24,Female,"(25,50]",Female_24,"(25,50]_24",Mixed,Non-White,142
1430,24,Female,"(25,50]",Female_24,"(25,50]_24",Other,Non-White,142
1431,24,Female,"(50,70]",Female_24,"(50,70]_24",White,White,143
1432,24,Female,"(50,70]",Female_24,"(50,70]_24",Asian,Non-White,143
1433,24,Female,"(50,70]",Female_24,"(50,70]_24",Black,Non-White,143
1434,24,Female,"(50,70]",Female_24,"(50,70]_24",Mixed,Non-White,143
1435,24,Female,"(50,70]",Female_24,"(50,70]_24",Other,Non-White,143
1436,24,Female,"(70, Inf]",Female_24,"(70, Inf]_24",White,White,144
1437,24,Female,"(70, Inf]",Female_24,"(70, Inf]_24",Asian,Non-White,144
1438,24,Female,"(70, Inf]",Female_24,"(70, Inf]_24",Black,Non-White,144
1439,24,Female,"(70, Inf]",Female_24,"(70, Inf]_24",Mixed,Non-White,144
1440,24,Female,"(70, Inf]",Female_24,"(70, Inf]_24",Other,Non-White,144
1441,25,Male,"(1,11]",Male_25,"(1,11]_25",White,White,145
1442,25,Male,"(1,11]",Male_25,"(1,11]_25",Asian,Non-White,145
1443,25,Male,"(1,11]",Male_25,"(1,11]_25",Black,Non-White,145
1444,25,Male,"(1,11]",Male_25,"(1,11]_25",Mixed,Non-White,145
1445,25,Male,"(1,11]",Male_25,"(1,11]_25",Other,Non-White,145
1446,25,Male,"(11,16]",Male_25,"(11,16]_25",White,White,146
1447,25,Male,"(11,16]",Male_25,"(11,16]_25",Asian,Non-White,146
1448,25,Male,"(11,16]",Male_25,"(11,16]_25",Black,Non-White,146
1449,25,Male,"(11,16]",Male_25,"(11,16]_25",Mixed,Non-White,146
1450,25,Male,"(11,16]",Male_25,"(11,16]_25",Other,Non-White,146
1451,25,Male,"(16,25]",Male_25,"(16,25]_25",White,White,147
1452,25,Male,"(16,25]",Male_25,"(16,25]_25",Asian,Non-White,147
1453,25,Male,"(16,25]",Male_25,"(16,25]_25",Black,Non-White,147
1454,25,Male,"(16,25]",Male_25,"(16,25]_25",Mixed,Non-White,147
1455,25,Male,"(16,25]",Male_25,"(16,25]_25",Other,Non-White,147
1456,25,Male,"(25,50]",Male_25,"(25,50]_25",White,White,148
1457,25,Male,"(25,50]",Male_25,"(25,50]_25",Asian,Non-White,148
1458,25,Male,"(25,50]",Male_25,"(25,50]_25",Black,Non-White,148
1459,25,Male,"(25,50]",Male_25,"(25,50]_25",Mixed,Non-White,148
1460,25,Male,"(25,50]",Male_25,"(25,50]_25",Other,Non-White,148
1461,25,Male,"(50,70]",Male_25,"(50,70]_25",White,White,149
1462,25,Male,"(50,70]",Male_25,"(50,70]_25",Asian,Non-White,149
1463,25,Male,"(50,70]",Male_25,"(50,70]_25",Black,Non-White,149
1464,25,Male,"(50,70]",Male_25,"(50,70]_25",Mixed,Non-White,149
1465,25,Male,"(50,70]",Male_25,"(50,70]_25",Other,Non-White,149
1466,25,Male,"(70, Inf]",Male_25,"(70, Inf]_25",White,White,150
1467,25,Male,"(70, Inf]",Male_25,"(70, Inf]_25",Asian,Non-White,150
1468,25,Male,"(70, Inf]",Male_25,"(70, Inf]_25",Black,Non-White,150
1469,25,Male,"(70, Inf]",Male_25,"(70, Inf]_25",Mixed,Non-White,150
1470,25,Male,"(70, Inf]",Male_25,"(70, Inf]_25",Other,Non-White,150
1471,25,Female,"(1,11]",Female_25,"(1,11]_25",White,White,145
1472,25,Female,"(1,11]",Female_25,"(1,11]_25",Asian,Non-White,145
1473,25,Female,"(1,11]",Female_25,"(1,11]_25",Black,Non-White,145
1474,25,Female,"(1,11]",Female_25,"(1,11]_25",Mixed,Non-White,145
1475,25,Female,"(1,11]",Female_25,"(1,11]_25",Other,Non-White,145
1476,25,Female,"(11,16]",Female_25,"(11,16]_25",White,White,146
1477,25,Female,"(11,16]",Female_25,"(11,16]_25",Asian,Non-White,146
1478,25,Female,"(11,16]",Female_25,"(11,16]_25",Black,Non-White,146
1479,25,Female,"(11,16]",Female_25,"(11,16]_25",Mixed,Non-White,146
1480,25,Female,"(11,16]",Female_25,"(11,16]_25",Other,Non-White,146
1481,25,Female,"(16,25]",Female_25,"(16,25]_25",White,White,147
1482,25,Female,"(16,25]",Female_25,"(16,25]_25",Asian,Non-White,147
1483,25,Female,"(16,25]",Female_25,"(16,25]_25",Black,Non-White,147
1484,25,Female,"(16,25]",Female_25,"(16,25]_25",Mixed,Non-White,147
1485,25,Female,"(16,25]",Female_25,"(16,25]_25",Other,Non-White,147
1486,25,Female,"(25,50]",Female_25,"(25,50]_25",White,White,148
1487,25,Female,"(25,50]",Female_25,"(25,50]_25",Asian,Non-White,148
1488,25,Female,"(25,50]",Female_25,"(25,50]_25",Black,Non-White,148
1489,25,Female,"(25,50]",Female_25,"(25,50]_25",Mixed,Non-White,148
1490,25,Female,"(25,50]",Female_25,"(25,50]_25",Other,Non-White,148
1491,25,Female,"(50,70]",Female_25,"(50,70]_25",White,White,149
1492,25,Female,"(50,70]",Female_25,"(50,70]_25",Asian,Non-White,149
1493,25,Female,"(50,70]",Female_25,"(50,70]_25",Black,Non-White,149
1494,25,Female,"(50,70]",Female_25,"(50,70]_25",Mixed,Non-White,149
1495,25,Female,"(50,70]",Female_25,"(50,70]_25",Other,Non-White,149
1496,25,Female,"(70, Inf]",Female_25,"(70, Inf]_25",White,White,150
1497,25,Female,"(70, Inf]",Female_25,"(70, Inf]_25",Asian,Non-White,150
1498,25,Female,"(70, Inf]",Female_25,"(70, Inf]_25",Black,Non-White,150
1499,25,Female,"(70, Inf]",Female_25,"(70, Inf]_25",Mixed,Non-White,150
1500,25,Female,"(70, Inf]",Female_25,"(70, Inf]_25",Other,Non-White,150
1501,26,Male,"(1,11]",Male_26,"(1,11]_26",White,White,151
1502,26,Male,"(1,11]",Male_26,"(1,11]_26",Asian,Non-White,151
1503,26,Male,"(1,11]",Male_26,"(1,11]_26",Black,Non-White,151
1504,26,Male,"(1,11]",Male_26,"(1,11]_26",Mixed,Non-White,151
1505,26,Male,"(1,11]",Male_26,"(1,11]_26",Other,Non-White,151
1506,26,Male,"(11,16]",Male_26,"(11,16]_26",White,White,152
1507,26,Male,"(11,16]",Male_26,"(11,16]_26",Asian,Non-White,152
1508,26,Male,"(11,16]",Male_26,"(11,16]_26",Black,Non-White,152
1509,26,Male,"(11,16]",Male_26,"(11,16]_26",Mixed,Non-White,152
1510,26,Male,"(11,16]",Male_26,"(11,16]_26",Other,Non-White,152
1511,26,Male,"(16,25]",Male_26,"(16,25]_26",White,White,153
1512,26,Male,"(16,25]",Male_26,"(16,25]_26",Asian,Non-White,153
1513,26,Male,"(16,25]",Male_26,"(16,25]_26",Black,Non-White,153
1514,26,Male,"(16,25]",Male_26,"(16,25]_26",Mixed,Non-White,153
1515,26,Male,"(16,25]",Male_26,"(16,25]_26",Other,Non-White,153
1516,26,Male,"(25,50]",Male_26,"(25,50]_26",White,White,154
1517,26,Male,"(25,50]",Male_26,"(25,50]_26",Asian,Non-White,154
1518,26,Male,"(25,50]",Male_26,"(25,50]_26",Black,Non-White,154
1519,26,Male,"(25,50]",Male_26,"(25,50]_26",Mixed,Non-White,154
1520,26,Male,"(25,50]",Male_26,"(25,50]_26",Other,Non-White,154
1521,26,Male,"(50,70]",Male_26,"(50,70]_26",White,White,155
1522,26,Male,"(50,70]",Male_26,"(50,70]_26",Asian,Non-White,155
1523,26,Male,"(50,70]",Male_26,"(50,70]_26",Black,Non-White,155
1524,26,Male,"(50,70]",Male_26,"(50,70]_26",Mixed,Non-White,155
1525,26,Male,"(50,70]",Male_26,"(50,70]_26",Other,Non-White,155
1526,26,Male,"(70, Inf]",Male_26,"(70, Inf]_26",White,White,156
1527,26,Male,"(70, Inf]",Male_26,"(70, Inf]_26",Asian,Non-White,156
1528,26,Male,"(70, Inf]",Male_26,"(70, Inf]_26",Black,Non-White,156
1529,26,Male,"(70, Inf]",Male_26,"(70, Inf]_26",Mixed,Non-White,156
1530,26,Male,"(70, Inf]",Male_26,"(70, Inf]_26",Other,Non-White,156
1531,26,Female,"(1,11]",Female_26,"(1,11]_26",White,White,151
1532,26,Female,"(1,11]",Female_26,"(1,11]_26",Asian,Non-White,151
1533,26,Female,"(1,11]",Female_26,"(1,11]_26",Black,Non-White,151
1534,26,Female,"(1,11]",Female_26,"(1,11]_26",Mixed,Non-White,151
1535,26,Female,"(1,11]",Female_26,"(1,11]_26",Other,Non-White,151
1536,26,Female,"(11,16]",Female_26,"(11,16]_26",White,White,152
1537,26,Female,"(11,16]",Female_26,"(11,16]_26",Asian,Non-White,152
1538,26,Female,"(11,16]",Female_26,"(11,16]_26",Black,Non-White,152
1539,26,Female,"(11,16]",Female_26,"(11,16]_26",Mixed,Non-White,152
1540,26,Female,"(11,16]",Female_26,"(11,16]_26",Other,Non-White,152
1541,26,Female,"(16,25]",Female_26,"(16,25]_26",White,White,153
1542,26,Female,"(16,25]",Female_26,"(16,25]_26",Asian,Non-White,153
1543,26,Female,"(16,25]",Female_26,"(16,25]_26",Black,Non-White,153
1544,26,Female,"(16,25]",Female_26,"(16,25]_26",Mixed,Non-White,153
1545,26,Female,"(16,25]",Female_26,"(16,25]_26",Other,Non-White,153
1546,26,Female,"(25,50]",Female_26,"(25,50]_26",White,White,154
1547,26,Female,"(25,50]",Female_26,"(25,50]_26",Asian,Non-White,154
1548,26,Female,"(25,50]",Female_26,"(25,50]_26",Black,Non-White,154
1549,26,Female,"(25,50]",Female_26,"(25,50]_26",Mixed,Non-White,154
1550,26,Female,"(25,50]",Female_26,"(25,50]_26",Other,Non-White,154
1551,26,Female,"(50,70]",Female_26,"(50,70]_26",White,White,155
1552,26,Female,"(50,70]",Female_26,"(50,70]_26",Asian,Non-White,155
1553,26,Female,"(50,70]",Female_26,"(50,70]_26",Black,Non-White,155
1554,26,Female,"(50,70]",Female_26,"(50,70]_26",Mixed,Non-White,155
1555,26,Female,"(50,70]",Female_26,"(50,70]_26",Other,Non-White,155
1556,26,Female,"(70, Inf]",Female_26,"(70, Inf]_26",White,White,156
1557,26,Female,"(70, Inf]",Female_26,"(70, Inf]_26",Asian,Non-White,156
1558,26,Female,"(70, Inf]",Female_26,"(70, Inf]_26",Black,Non-White,156
1559,26,Female,"(70, Inf]",Female_26,"(70, Inf]_26",Mixed,Non-White,156
1560,26,Female,"(70, Inf]",Female_26,"(70, Inf]_26",Other,Non-White,156
1561,27,Male,"(1,11]",Male_27,"(1,11]_27",White,White,157
1562,27,Male,"(1,11]",Male_27,"(1,11]_27",Asian,Non-White,157
1563,27,Male,"(1,11]",Male_27,"(1,11]_27",Black,Non-White,157
1564,27,Male,"(1,11]",Male_27,"(1,11]_27",Mixed,Non-White,157
1565,27,Male,"(1,11]",Male_27,"(1,11]_27",Other,Non-White,157
1566,27,Male,"(11,16]",Male_27,"(11,16]_27",White,White,158
1567,27,Male,"(11,16]",Male_27,"(11,16]_27",Asian,Non-White,158
1568,27,Male,"(11,16]",Male_27,"(11,16]_27",Black,Non-White,158
1569,27,Male,"(11,16]",Male_27,"(11,16]_27",Mixed,Non-White,158
1570,27,Male,"(11,16]",Male_27,"(11,16]_27",Other,Non-White,158
1571,27,Male,"(16,25]",Male_27,"(16,25]_27",White,White,159
1572,27,Male,"(16,25]",Male_27,"(16,25]_27",Asian,Non-White,159
1573,27,Male,"(16,25]",Male_27,"(16,25]_27",Black,Non-White,159
1574,27,Male,"(16,25]",Male_27,"(16,25]_27",Mixed,Non-White,159
1575,27,Male,"(16,25]",Male_27,"(16,25]_27",Other,Non-White,159
1576,27,Male,"(25,50]",Male_27,"(25,50]_27",White,White,160
1577,27,Male,"(25,50]",Male_27,"(25,50]_27",Asian,Non-White,160
1578,27,Male,"(25,50]",Male_27,"(25,50]_27",Black,Non-White,160
1579,27,Male,"(25,50]",Male_27,"(25,50]_27",Mixed,Non-White,160
1580,27,Male,"(25,50]",Male_27,"(25,50]_27",Other,Non-White,160
1581,27,Male,"(50,70]",Male_27,"(50,70]_27",White,White,161
1582,27,Male,"(50,70]",Male_27,"(50,70]_27",Asian,Non-White,161
1583,27,Male,"(50,70]",Male_27,"(50,70]_27",Black,Non-White,161
1584,27,Male,"(50,70]",Male_27,"(50,70]_27",Mixed,Non-White,161
1585,27,Male,"(50,70]",Male_27,"(50,70]_27",Other,Non-White,161
1586,27,Male,"(70, Inf]",Male_27,"(70, Inf]_27",White,White,162
1587,27,Male,"(70, Inf]",Male_27,"(70, Inf]_27",Asian,Non-White,162
1588,27,Male,"(70, Inf]",Male_27,"(70, Inf]_27",Black,Non-White,162
1589,27,Male,"(70, Inf]",Male_27,"(70, Inf]_27",Mixed,Non-White,162
1590,27,Male,"(70, Inf]",Male_27,"(70, Inf]_27",Other,Non-White,162
1591,27,Female,"(1,11]",Female_27,"(1,11]_27",White,White,157
1592,27,Female,"(1,11]",Female_27,"(1,11]_27",Asian,Non-White,157
1593,27,Female,"(1,11]",Female_27,"(1,11]_27",Black,Non-White,157
1594,27,Female,"(1,11]",Female_27,"(1,11]_27",Mixed,Non-White,157
1595,27,Female,"(1,11]",Female_27,"(1,11]_27",Other,Non-White,157
1596,27,Female,"(11,16]",Female_27,"(11,16]_27",White,White,158
1597,27,Female,"(11,16]",Female_27,"(11,16]_27",Asian,Non-White,158
1598,27,Female,"(11,16]",Female_27,"(11,16]_27",Black,Non-White,158
1599,27,Female,"(11,16]",Female_27,"(11,16]_27",Mixed,Non-White,158
1600,27,Female,"(11,16]",Female_27,"(11,16]_27",Other,Non-White,158
1601,27,Female,"(16,25]",Female_27,"(16,25]_27",White,White,159
1602,27,Female,"(16,25]",Female_27,"(16,25]_27",Asian,Non-White,159
1603,27,Female,"(16,25]",Female_27,"(16,25]_27",Black,Non-White,159
1604,27,Female,"(16,25]",Female_27,"(16,25]_27",Mixed,Non-White,159
1605,27,Female,"(16,25]",Female_27,"(16,25]_27",Other,Non-White,159
1606,27,Female,"(25,50]",Female_27,"(25,50]_27",White,White,160
1607,27,Female,"(25,50]",Female_27,"(25,50]_27",Asian,Non-White,160
1608,27,Female,"(25,50]",Female_27,"(25,50]_27",Black,Non-White,160
1609,27,Female,"(25,50]",Female_27,"(25,50]_27",Mixed,Non-White,160
1610,27,Female,"(25,50]",Female_27,"(25,50]_27",Other,Non-White,160
1611,27,Female,"(50,70]",Female_27,"(50,70]_27",White,White,161
1612,27,Female,"(50,70]",Female_27,"(50,70]_27",Asian,Non-White,161
1613,27,Female,"(50,70]",Female_27,"(50,70]_27",Black,Non-White,161
1614,27,Female,"(50,70]",Female_27,"(50,70]_27",Mixed,Non-White,161
1615,27,Female,"(50,70]",Female_27,"(50,70]_27",Other,Non-White,161
1616,27,Female,"(70, Inf]",Female_27,"(70, Inf]_27",White,White,162
1617,27,Female,"(70, Inf]",Female_27,"(70, Inf]_27",Asian,Non-White,162
1618,27,Female,"(70, Inf]",Female_27,"(70, Inf]_27",Black,Non-White,162
1619,27,Female,"(70, Inf]",Female_27,"(70, Inf]_27",Mixed,Non-White,162
1620,27,Female,"(70, Inf]",Female_27,"(70, Inf]_27",Other,Non-White,162
1621,28,Male,"(1,11]",Male_28,"(1,11]_28",White,White,163
1622,28,Male,"(1,11]",Male_28,"(1,11]_28",Asian,Non-White,163
1623,28,Male,"(1,11]",Male_28,"(1,11]_28",Black,Non-White,163
1624,28,Male,"(1,11]",Male_28,"(1,11]_28",Mixed,Non-White,163
1625,28,Male,"(1,11]",Male_28,"(1,11]_28",Other,Non-White,163
1626,28,Male,"(11,16]",Male_28,"(11,16]_28",White,White,164
1627,28,Male,"(11,16]",Male_28,"(11,16]_28",Asian,Non-White,164
1628,28,Male,"(11,16]",Male_28,"(11,16]_28",Black,Non-White,164
1629,28,Male,"(11,16]",Male_28,"(11,16]_28",Mixed,Non-White,164
1630,28,Male,"(11,16]",Male_28,"(11,16]_28",Other,Non-White,164
1631,28,Male,"(16,25]",Male_28,"(16,25]_28",White,White,165
1632,28,Male,"(16,25]",Male_28,"(16,25]_28",Asian,Non-White,165
1633,28,Male,"(16,25]",Male_28,"(16,25]_28",Black,Non-White,165
1634,28,Male,"(16,25]",Male_28,"(16,25]_28",Mixed,Non-White,165
1635,28,Male,"(16,25]",Male_28,"(16,25]_28",Other,Non-White,165
1636,28,Male,"(25,50]",Male_28,"(25,50]_28",White,White,166
1637,28,Male,"(25,50]",Male_28,"(25,50]_28",Asian,Non-White,166
1638,28,Male,"(25,50]",Male_28,"(25,50]_28",Black,Non-White,166
1639,28,Male,"(25,50]",Male_28,"(25,50]_28",Mixed,Non-White,166
1640,28,Male,"(25,50]",Male_28,"(25,50]_28",Other,Non-White,166
1641,28,Male,"(50,70]",Male_28,"(50,70]_28",White,White,167
1642,28,Male,"(50,70]",Male_28,"(50,70]_28",Asian,Non-White,167
1643,28,Male,"(50,70]",Male_28,"(50,70]_28",Black,Non-White,167
1644,28,Male,"(50,70]",Male_28,"(50,70]_28",Mixed,Non-White,167
1645,28,Male,"(50,70]",Male_28,"(50,70]_28",Other,Non-White,167
1646,28,Male,"(70, Inf]",Male_28,"(70, Inf]_28",White,White,168
1647,28,Male,"(70, Inf]",Male_28,"(70, Inf]_28",Asian,Non-White,168
1648,28,Male,"(70, Inf]",Male_28,"(70, Inf]_28",Black,Non-White,168
1649,28,Male,"(70, Inf]",Male_28,"(70, Inf]_28",Mixed,Non-White,168
1650,28,Male,"(70, Inf]",Male_28,"(70, Inf]_28",Other,Non-White,168
1651,28,Female,"(1,11]",Female_28,"(1,11]_28",White,White,163
1652,28,Female,"(1,11]",Female_28,"(1,11]_28",Asian,Non-White,163
1653,28,Female,"(1,11]",Female_28,"(1,11]_28",Black,Non-White,163
1654,28,Female,"(1,11]",Female_28,"(1,11]_28",Mixed,Non-White,163
1655,28,Female,"(1,11]",Female_28,"(1,11]_28",Other,Non-White,163
1656,28,Female,"(11,16]",Female_28,"(11,16]_28",White,White,164
1657,28,Female,"(11,16]",Female_28,"(11,16]_28",Asian,Non-White,164
1658,28,Female,"(11,16]",Female_28,"(11,16]_28",Black,Non-White,164
1659,28,Female,"(11,16]",Female_28,"(11,16]_28",Mixed,Non-White,164
1660,28,Female,"(11,16]",Female_28,"(11,16]_28",Other,Non-White,164
1661,28,Female,"(16,25]",Female_28,"(16,25]_28",White,White,165
1662,28,Female,"(16,25]",Female_28,"(16,25]_28",Asian,Non-White,165
1663,28,Female,"(16,25]",Female_28,"(16,25]_28",Black,Non-White,165
1664,28,Female,"(16,25]",Female_28,"(16,25]_28",Mixed,Non-White,165
1665,28,Female,"(16,25]",Female_28,"(16,25]_28",Other,Non-White,165
1666,28,Female,"(25,50]",Female_28,"(25,50]_28",White,White,166
1667,28,Female,"(25,50]",Female_28,"(25,50]_28",Asian,Non-White,166
1668,28,Female,"(25,50]",Female_28,"(25,50]_28",Black,Non-White,166
1669,28,Female,"(25,50]",Female_28,"(25,50]_28",Mixed,Non-White,166
1670,28,Female,"(25,50]",Female_28,"(25,50]_28",Other,Non-White,166
1671,28,Female,"(50,70]",Female_28,"(50,70]_28",White,White,167
1672,28,Female,"(50,70]",Female_28,"(50,70]_28",Asian,Non-White,167
1673,28,Female,"(50,70]",Female_28,"(50,70]_28",Black,Non-White,167
1674,28,Female,"(50,70]",Female_28,"(50,70]_28",Mixed,Non-White,167
1675,28,Female,"(50,70]",Female_28,"(50,70]_28",Other,Non-White,167
1676,28,Female,"(70, Inf]",Female_28,"(70, Inf]_28",White,White,168
1677,28,Female,"(70, Inf]",Female_28,"(70, Inf]_28",Asian,Non-White,168
1678,28,Female,"(70, Inf]",Female_28,"(70, Inf]_28",Black,Non-White,168
1679,28,Female,"(70, Inf]",Female_28,"(70, Inf]_28",Mixed,Non-White,168
1680,28,Female,"(70, Inf]",Female_28,"(70, Inf]_28",Other,Non-White,168
1681,29,Male,"(1,11]",Male_29,"(1,11]_29",White,White,169
1682,29,Male,"(1,11]",Male_29,"(1,11]_29",Asian,Non-White,169
1683,29,Male,"(1,11]",Male_29,"(1,11]_29",Black,Non-White,169
1684,29,Male,"(1,11]",Male_29,"(1,11]_29",Mixed,Non-White,169
1685,29,Male,"(1,11]",Male_29,"(1,11]_29",Other,Non-White,169
1686,29,Male,"(11,16]",Male_29,"(11,16]_29",White,White,170
1687,29,Male,"(11,16]",Male_29,"(11,16]_29",Asian,Non-White,170
1688,29,Male,"(11,16]",Male_29,"(11,16]_29",Black,Non-White,170
1689,29,Male,"(11,16]",Male_29,"(11,16]_29",Mixed,Non-White,170
1690,29,Male,"(11,16]",Male_29,"(11,16]_29",Other,Non-White,170
1691,29,Male,"(16,25]",Male_29,"(16,25]_29",White,White,171
1692,29,Male,"(16,25]",Male_29,"(16,25]_29",Asian,Non-White,171
1693,29,Male,"(16,25]",Male_29,"(16,25]_29",Black,Non-White,171
1694,29,Male,"(16,25]",Male_29,"(16,25]_29",Mixed,Non-White,171
1695,29,Male,"(16,25]",Male_29,"(16,25]_29",Other,Non-White,171
1696,29,Male,"(25,50]",Male_29,"(25,50]_29",White,White,172
1697,29,Male,"(25,50]",Male_29,"(25,50]_29",Asian,Non-White,172
1698,29,Male,"(25,50]",Male_29,"(25,50]_29",Black,Non-White,172
1699,29,Male,"(25,50]",Male_29,"(25,50]_29",Mixed,Non-White,172
1700,29,Male,"(25,50]",Male_29,"(25,50]_29",Other,Non-White,172
1701,29,Male,"(50,70]",Male_29,"(50,70]_29",White,White,173
1702,29,Male,"(50,70]",Male_29,"(50,70]_29",Asian,Non-White,173
1703,29,Male,"(50,70]",Male_29,"(50,70]_29",Black,Non-White,173
1704,29,Male,"(50,70]",Male_29,"(50,70]_29",Mixed,Non-White,173
1705,29,Male,"(50,70]",Male_29,"(50,70]_29",Other,Non-White,173
