.group,daynr,sex,age_group,daynr.sex,daynr.age_group,ethnicityg,ethnicity_wo,age2
363,7,Male,"(1,11]",Male_7,"(1,11]_7",Black,Non-White,37
364,7,Male,"(1,11]",Male_7,"(1,11]_7",Mixed,Non-White,37
365,7,Male,"(1,11]",Male_7,"(1,11]_7",Other,Non-White,37
366,7,Male,"(11,16]",Male_7,"(11,16]_7",White,White,38
367,7,Male,"(11,16]",Male_7,"(11,16]_7",Asian,Non-White,38
368,7,Male,"(11,16]",Male_7,"(11,16]_7",Black,Non-White,38
369,7,Male,"(11,16]",Male_7,"(11,16]_7",Mixed,Non-White,38
370,7,Male,"(11,16]",Male_7,"(11,16]_7",Other,Non-White,38
371,7,Male,"(16,25]",Male_7,"(16,25]_7",White,White,39
372,7,Male,"(16,25]",Male_7,"(16,25]_7",Asian,Non-White,39
373,7,Male,"(16,25]",Male_7,"(16,25]_7",Black,Non-White,39
374,7,Male,"(16,25]",Male_7,"(16,25]_7",Mixed,Non-White,39
375,7,Male,"(16,25]",Male_7,"(16,25]_7",Other,Non-White,39
376,7,Male,"(25,50]",Male_7,"(25,50]_7",White,White,40
377,7,Male,"(25,50]",Male_7,"(25,50]_7",Asian,Non-White,40
378,7,Male,"(25,50]",Male_7,"(25,50]_7",Black,Non-White,40
379,7,Male,"(25,50]",Male_7,"(25,50]_7",Mixed,Non-White,40
380,7,Male,"(25,50]",Male_7,"(25,50]_7",Other,Non-White,40
381,7,Male,"(50,70]",Male_7,"(50,70]_7",White,White,41
382,7,Male,"(50,70]",Male_7,"(50,70]_7",Asian,Non-White,41
383,7,Male,"(50,70]",Male_7,"(50,70]_7",Black,Non-White,41
384,7,Male,"(50,70]",Male_7,"(50,70]_7",Mixed,Non-White,41
385,7,Male,"(50,70]",Male_7,"(50,70]_7",Other,Non-White,41
386,7,Male,"(70, Inf]",Male_7,"(70, Inf]_7",White,White,42
387,7,Male,"(70, Inf]",Male_7,"(70, Inf]_7",Asian,Non-White,42
388,7,Male,"(70, Inf]",Male_7,"(70, Inf]_7",Black,Non-White,42
389,7,Male,"(70, Inf]",Male_7,"(70, Inf]_7",Mixed,Non-White,42
390,7,Male,"(70, Inf]",Male_7,"(70, Inf]_7",Other,Non-White,42
391,7,Female,"(1,11]",Female_7,"(1,11]_7",White,White,37
392,7,Female,"(1,11]",Female_7,"(1,11]_7",Asian,Non-White,37
393,7,Female,"(1,11]",Female_7,"(1,11]_7",Black,Non-White,37
394,7,Female,"(1,11]",Female_7,"(1,11]_7",Mixed,Non-White,37
395,7,Female,"(1,11]",Female_7,"(1,11]_7",Other,Non-White,37
396,7,Female,"(11,16]",Female_7,"(11,16]_7",White,White,38
397,7,Female,"(11,16]",Female_7,"(11,16]_7",Asian,Non-White,38
398,7,Female,"(11,16]",Female_7,"(11,16]_7",Black,Non-White,38
399,7,Female,"(11,16]",Female_7,"(11,16]_7",Mixed,Non-White,38
400,7,Female,"(11,16]",Female_7,"(11,16]_7",Other,Non-White,38
401,7,Female,"(16,25]",Female_7,"(16,25]_7",White,White,39
402,7,Female,"(16,25]",Female_7,"(16,25]_7",Asian,Non-White,39
403,7,Female,"(16,25]",Female_7,"(16,25]_7",Black,Non-White,39
404,7,Female,"(16,25]",Female_7,"(16,25]_7",Mixed,Non-White,39
405,7,Female,"(16,25]",Female_7,"(16,25]_7",Other,Non-White,39
406,7,Female,"(25,50]",Female_7,"(25,50]_7",White,White,40
407,7,Female,"(25,50]",Female_7,"(25,50]_7",Asian,Non-White,40
408,7,Female,"(25,50]",Female_7,"(25,50]_7",Black,Non-White,40
409,7,Female,"(25,50]",Female_7,"(25,50]_7",Mixed,Non-White,40
410,7,Female,"(25,50]",Female_7,"(25,50]_7",Other,Non-White,40
411,7,Female,"(50,70]",Female_7,"(50,70]_7",White,White,41
412,7,Female,"(50,70]",Female_7,"(50,70]_7",Asian,Non-White,41
413,7,Female,"(50,70]",Female_7,"(50,70]_7",Black,Non-White,41
414,7,Female,"(50,70]",Female_7,"(50,70]_7",Mixed,Non-White,41
415,7,Female,"(50,70]",Female_7,"(50,70]_7",Other,Non-White,41
416,7,Female,"(70, Inf]",Female_7,"(70, Inf]_7",White,White,42
417,7,Female,"(70, Inf]",Female_7,"(70, Inf]_7",Asian,Non-White,42
418,7,Female,"(70, Inf]",Female_7,"(70, Inf]_7",Black,Non-White,42
419,7,Female,"(70, Inf]",Female_7,"(70, Inf]_7",Mixed,Non-White,42
420,7,Female,"(70, Inf]",Female_7,"(70, Inf]_7",Other,Non-White,42
421,8,Male,"(1,11]",Male_8,"(1,11]_8",White,White,43
422,8,Male,"(1,11]",Male_8,"(1,11]_8",Asian,Non-White,43
423,8,Male,"(1,11]",Male_8,"(1,11]_8",Black,Non-White,43
424,8,Male,"(1,11]",Male_8,"(1,11]_8",Mixed,Non-White,43
425,8,Male,"(1,11]",Male_8,"(1,11]_8",Other,Non-White,43
426,8,Male,"(11,16]",Male_8,"(11,16]_8",White,White,44
427,8,Male,"(11,16]",Male_8,"(11,16]_8",Asian,Non-White,44
428,8,Male,"(11,16]",Male_8,"(11,16]_8",Black,Non-White,44
429,8,Male,"(11,16]",Male_8,"(11,16]_8",Mixed,Non-White,44
430,8,Male,"(11,16]",Male_8,"(11,16]_8",Other,Non-White,44
431,8,Male,"(16,25]",Male_8,"(16,25]_8",White,White,45
432,8,Male,"(16,25]",Male_8,"(16,25]_8",Asian,Non-White,45
433,8,Male,"(16,25]",Male_8,"(16,25]_8",Black,Non-White,45
434,8,Male,"(16,25]",Male_8,"(16,25]_8",Mixed,Non-White,45
435,8,Male,"(16,25]",Male_8,"(16,25]_8",Other,Non-White,45
436,8,Male,"(25,50]",Male_8,"(25,50]_8",White,White,46
437,8,Male,"(25,50]",Male_8,"(25,50]_8",Asian,Non-White,46
438,8,Male,"(25,50]",Male_8,"(25,50]_8",Black,Non-White,46
439,8,Male,"(25,50]",Male_8,"(25,50]_8",Mixed,Non-White,46
440,8,Male,"(25,50]",Male_8,"(25,50]_8",Other,Non-White,46
441,8,Male,"(50,70]",Male_8,"(50,70]_8",White,White,47
442,8,Male,"(50,70]",Male_8,"(50,70]_8",Asian,Non-White,47
443,8,Male,"(50,70]",Male_8,"(50,70]_8",Black,Non-White,47
444,8,Male,"(50,70]",Male_8,"(50,70]_8",Mixed,Non-White,47
445,8,Male,"(50,70]",Male_8,"(50,70]_8",Other,Non-White,47
446,8,Male,"(70, Inf]",Male_8,"(70, Inf]_8",White,White,48
447,8,Male,"(70, Inf]",Male_8,"(70, Inf]_8",Asian,Non-White,48
448,8,Male,"(70, Inf]",Male_8,"(70, Inf]_8",Black,Non-White,48
449,8,Male,"(70, Inf]",Male_8,"(70, Inf]_8",Mixed,Non-White,48
450,8,Male,"(70, Inf]",Male_8,"(70, Inf]_8",Other,Non-White,48
451,8,Female,"(1,11]",Female_8,"(1,11]_8",White,White,43
452,8,Female,"(1,11]",Female_8,"(1,11]_8",Asian,Non-White,43
453,8,Female,"(1,11]",Female_8,"(1,11]_8",Black,Non-White,43
454,8,Female,"(1,11]",Female_8,"(1,11]_8",Mixed,Non-White,43
455,8,Female,"(1,11]",Female_8,"(1,11]_8",Other,Non-White,43
456,8,Female,"(11,16]",Female_8,"(11,16]_8",White,White,44
457,8,Female,"(11,16]",Female_8,"(11,16]_8",Asian,Non-White,44
458,8,Female,"(11,16]",Female_8,"(11,16]_8",Black,Non-White,44
459,8,Female,"(11,16]",Female_8,"(11,16]_8",Mixed,Non-White,44
460,8,Female,"(11,16]",Female_8,"(11,16]_8",Other,Non-White,44
461,8,Female,"(16,25]",Female_8,"(16,25]_8",White,White,45
462,8,Female,"(16,25]",Female_8,"(16,25]_8",Asian,Non-White,45
463,8,Female,"(16,25]",Female_8,"(16,25]_8",Black,Non-White,45
464,8,Female,"(16,25]",Female_8,"(16,25]_8",Mixed,Non-White,45
465,8,Female,"(16,25]",Female_8,"(16,25]_8",Other,Non-White,45
466,8,Female,"(25,50]",Female_8,"(25,50]_8",White,White,46
467,8,Female,"(25,50]",Female_8,"(25,50]_8",Asian,Non-White,46
468,8,Female,"(25,50]",Female_8,"(25,50]_8",Black,Non-White,46
469,8,Female,"(25,50]",Female_8,"(25,50]_8",Mixed,Non-White,46
470,8,Female,"(25,50]",Female_8,"(25,50]_8",Other,Non-White,46
471,8,Female,"(50,70]",Female_8,"(50,70]_8",White,White,47
472,8,Female,"(50,70]",Female_8,"(50,70]_8",Asian,Non-White,47
473,8,Female,"(50,70]",Female_8,"(50,70]_8",Black,Non-White,47
474,8,Female,"(50,70]",Female_8,"(50,70]_8",Mixed,Non-White,47
475,8,Female,"(50,70]",Female_8,"(50,70]_8",Other,Non-White,47
476,8,Female,"(70, Inf]",Female_8,"(70, Inf]_8",White,White,48
477,8,Female,"(70, Inf]",Female_8,"(70, Inf]_8",Asian,Non-White,48
478,8,Female,"(70, Inf]",Female_8,"(70, Inf]_8",Black,Non-White,48
479,8,Female,"(70, Inf]",Female_8,"(70, Inf]_8",Mixed,Non-White,48
480,8,Female,"(70, Inf]",Female_8,"(70, Inf]_8",Other,Non-White,48
481,9,Male,"(1,11]",Male_9,"(1,11]_9",White,White,49
482,9,Male,"(1,11]",Male_9,"(1,11]_9",Asian,Non-White,49
483,9,Male,"(1,11]",Male_9,"(1,11]_9",Black,Non-White,49
484,9,Male,"(1,11]",Male_9,"(1,11]_9",Mixed,Non-White,49
485,9,Male,"(1,11]",Male_9,"(1,11]_9",Other,Non-White,49
486,9,Male,"(11,16]",Male_9,"(11,16]_9",White,White,50
487,9,Male,"(11,16]",Male_9,"(11,16]_9",Asian,Non-White,50
488,9,Male,"(11,16]",Male_9,"(11,16]_9",Black,Non-White,50
489,9,Male,"(11,16]",Male_9,"(11,16]_9",Mixed,Non-White,50
490,9,Male,"(11,16]",Male_9,"(11,16]_9",Other,Non-White,50
491,9,Male,"(16,25]",Male_9,"(16,25]_9",White,White,51
492,9,Male,"(16,25]",Male_9,"(16,25]_9",Asian,Non-White,51
493,9,Male,"(16,25]",Male_9,"(16,25]_9",Black,Non-White,51
494,9,Male,"(16,25]",Male_9,"(16,25]_9",Mixed,Non-White,51
495,9,Male,"(16,25]",Male_9,"(16,25]_9",Other,Non-White,51
496,9,Male,"(25,50]",Male_9,"(25,50]_9",White,White,52
497,9,Male,"(25,50]",Male_9,"(25,50]_9",Asian,Non-White,52
498,9,Male,"(25,50]",Male_9,"(25,50]_9",Black,Non-White,52
499,9,Male,"(25,50]",Male_9,"(25,50]_9",Mixed,Non-White,52
500,9,Male,"(25,50]",Male_9,"(25,50]_9",Other,Non-White,52
501,9,Male,"(50,70]",Male_9,"(50,70]_9",White,White,53
502,9,Male,"(50,70]",Male_9,"(50,70]_9",Asian,Non-White,53
503,9,Male,"(50,70]",Male_9,"(50,70]_9",Black,Non-White,53
504,9,Male,"(50,70]",Male_9,"(50,70]_9",Mixed,Non-White,53
505,9,Male,"(50,70]",Male_9,"(50,70]_9",Other,Non-White,53
506,9,Male,"(70, Inf]",Male_9,"(70, Inf]_9",White,White,54
507,9,Male,"(70, Inf]",Male_9,"(70, Inf]_9",Asian,Non-White,54
508,9,Male,"(70, Inf]",Male_9,"(70, Inf]_9",Black,Non-White,54
509,9,Male,"(70, Inf]",Male_9,"(70, Inf]_9",Mixed,Non-White,54
510,9,Male,"(70, Inf]",Male_9,"(70, Inf]_9",Other,Non-White,54
511,9,Female,"(1,11]",Female_9,"(1,11]_9",White,White,49
512,9,Female,"(1,11]",Female_9,"(1,11]_9",Asian,Non-White,49
513,9,Female,"(1,11]",Female_9,"(1,11]_9",Black,Non-White,49
514,9,Female,"(1,11]",Female_9,"(1,11]_9",Mixed,Non-White,49
515,9,Female,"(1,11]",Female_9,"(1,11]_9",Other,Non-White,49
516,9,Female,"(11,16]",Female_9,"(11,16]_9",White,White,50
517,9,Female,"(11,16]",Female_9,"(11,16]_9",Asian,Non-White,50
518,9,Female,"(11,16]",Female_9,"(11,16]_9",Black,Non-White,50
519,9,Female,"(11,16]",Female_9,"(11,16]_9",Mixed,Non-White,50
520,9,Female,"(11,16]",Female_9,"(11,16]_9",Other,Non-White,50
521,9,Female,"(16,25]",Female_9,"(16,25]_9",White,White,51
522,9,Female,"(16,25]",Female_9,"(16,25]_9",Asian,Non-White,51
523,9,Female,"(16,25]",Female_9,"(16,25]_9",Black,Non-White,51
524,9,Female,"(16,25]",Female_9,"(16,25]_9",Mixed,Non-White,51
525,9,Female,"(16,25]",Female_9,"(16,25]_9",Other,Non-White,51
526,9,Female,"(25,50]",Female_9,"(25,50]_9",White,White,52
527,9,Female,"(25,50]",Female_9,"(25,50]_9",Asian,Non-White,52
528,9,Female,"(25,50]",Female_9,"(25,50]_9",Black,Non-White,52
529,9,Female,"(25,50]",Female_9,"(25,50]_9",Mixed,Non-White,52
530,9,Female,"(25,50]",Female_9,"(25,50]_9",Other,Non-White,52
531,9,Female,"(50,70]",Female_9,"(50,70]_9",White,White,53
532,9,Female,"(50,70]",Female_9,"(50,70]_9",Asian,Non-White,53
533,9,Female,"(50,70]",Female_9,"(50,70]_9",Black,Non-White,53
534,9,Female,"(50,70]",Female_9,"(50,70]_9",Mixed,Non-White,53
535,9,Female,"(50,70]",Female_9,"(50,70]_9",Other,Non-White,53
536,9,Female,"(70, Inf]",Female_9,"(70, Inf]_9",White,White,54
537,9,Female,"(70, Inf]",Female_9,"(70, Inf]_9",Asian,Non-White,54
538,9,Female,"(70, Inf]",Female_9,"(70, Inf]_9",Black,Non-White,54
539,9,Female,"(70, Inf]",Female_9,"(70, Inf]_9",Mixed,Non-White,54
540,9,Female,"(70, Inf]",Female_9,"(70, Inf]_9",Other,Non-White,54
541,10,Male,"(1,11]",Male_10,"(1,11]_10",White,White,55
542,10,Male,"(1,11]",Male_10,"(1,11]_10",Asian,Non-White,55
543,10,Male,"(1,11]",Male_10,"(1,11]_10",Black,Non-White,55
544,10,Male,"(1,11]",Male_10,"(1,11]_10",Mixed,Non-White,55
545,10,Male,"(1,11]",Male_10,"(1,11]_10",Other,Non-White,55
546,10,Male,"(11,16]",Male_10,"(11,16]_10",White,White,56
547,10,Male,"(11,16]",Male_10,"(11,16]_10",Asian,Non-White,56
548,10,Male,"(11,16]",Male_10,"(11,16]_10",Black,Non-White,56
549,10,Male,"(11,16]",Male_10,"(11,16]_10",Mixed,Non-White,56
550,10,Male,"(11,16]",Male_10,"(11,16]_10",Other,Non-White,56
551,10,Male,"(16,25]",Male_10,"(16,25]_10",White,White,57
552,10,Male,"(16,25]",Male_10,"(16,25]_10",Asian,Non-White,57
553,10,Male,"(16,25]",Male_10,"(16,25]_10",Black,Non-White,57
554,10,Male,"(16,25]",Male_10,"(16,25]_10",Mixed,Non-White,57
555,10,Male,"(16,25]",Male_10,"(16,25]_10",Other,Non-White,57
556,10,Male,"(25,50]",Male_10,"(25,50]_10",White,White,58
557,10,Male,"(25,50]",Male_10,"(25,50]_10",Asian,Non-White,58
558,10,Male,"(25,50]",Male_10,"(25,50]_10",Black,Non-White,58
559,10,Male,"(25,50]",Male_10,"(25,50]_10",Mixed,Non-White,58
560,10,Male,"(25,50]",Male_10,"(25,50]_10",Other,Non-White,58
561,10,Male,"(50,70]",Male_10,"(50,70]_10",White,White,59
562,10,Male,"(50,70]",Male_10,"(50,70]_10",Asian,Non-White,59
563,10,Male,"(50,70]",Male_10,"(50,70]_10",Black,Non-White,59
564,10,Male,"(50,70]",Male_10,"(50,70]_10",Mixed,Non-White,59
565,10,Male,"(50,70]",Male_10,"(50,70]_10",Other,Non-White,59
566,10,Male,"(70, Inf]",Male_10,"(70, Inf]_10",White,White,60
567,10,Male,"(70, Inf]",Male_10,"(70, Inf]_10",Asian,Non-White,60
568,10,Male,"(70, Inf]",Male_10,"(70, Inf]_10",Black,Non-White,60
569,10,Male,"(70, Inf]",Male_10,"(70, Inf]_10",Mixed,Non-White,60
570,10,Male,"(70, Inf]",Male_10,"(70, Inf]_10",Other,Non-White,60
571,10,Female,"(1,11]",Female_10,"(1,11]_10",White,White,55
572,10,Female,"(1,11]",Female_10,"(1,11]_10",Asian,Non-White,55
573,10,Female,"(1,11]",Female_10,"(1,11]_10",Black,Non-White,55
574,10,Female,"(1,11]",Female_10,"(1,11]_10",Mixed,Non-White,55
575,10,Female,"(1,11]",Female_10,"(1,11]_10",Other,Non-White,55
576,10,Female,"(11,16]",Female_10,"(11,16]_10",White,White,56
577,10,Female,"(11,16]",Female_10,"(11,16]_10",Asian,Non-White,56
578,10,Female,"(11,16]",Female_10,"(11,16]_10",Black,Non-White,56
579,10,Female,"(11,16]",Female_10,"(11,16]_10",Mixed,Non-White,56
580,10,Female,"(11,16]",Female_10,"(11,16]_10",Other,Non-White,56
581,10,Female,"(16,25]",Female_10,"(16,25]_10",White,White,57
582,10,Female,"(16,25]",Female_10,"(16,25]_10",Asian,Non-White,57
583,10,Female,"(16,25]",Female_10,"(16,25]_10",Black,Non-White,57
584,10,Female,"(16,25]",Female_10,"(16,25]_10",Mixed,Non-White,57
585,10,Female,"(16,25]",Female_10,"(16,25]_10",Other,Non-White,57
586,10,Female,"(25,50]",Female_10,"(25,50]_10",White,White,58
587,10,Female,"(25,50]",Female_10,"(25,50]_10",Asian,Non-White,58
588,10,Female,"(25,50]",Female_10,"(25,50]_10",Black,Non-White,58
589,10,Female,"(25,50]",Female_10,"(25,50]_10",Mixed,Non-White,58
590,10,Female,"(25,50]",Female_10,"(25,50]_10",Other,Non-White,58
591,10,Female,"(50,70]",Female_10,"(50,70]_10",White,White,59
592,10,Female,"(50,70]",Female_10,"(50,70]_10",Asian,Non-White,59
593,10,Female,"(50,70]",Female_10,"(50,70]_10",Black,Non-White,59
594,10,Female,"(50,70]",Female_10,"(50,70]_10",Mixed,Non-White,59
595,10,Female,"(50,70]",Female_10,"(50,70]_10",Other,Non-White,59
596,10,Female,"(70, Inf]",Female_10,"(70, Inf]_10",White,White,60
597,10,Female,"(70, Inf]",Female_10,"(70, Inf]_10",Asian,Non-White,60
598,10,Female,"(70, Inf]",Female_10,"(70, Inf]_10",Black,Non-White,60
599,10,Female,"(70, Inf]",Female_10,"(70, Inf]_10",Mixed,Non-White,60
600,10,Female,"(70, Inf]",Female_10,"(70, Inf]_10",Other,Non-White,60
601,11,Male,"(1,11]",Male_11,"(1,11]_11",White,White,61
602,11,Male,"(1,11]",Male_11,"(1,11]_11",Asian,Non-White,61
603,11,Male,"(1,11]",Male_11,"(1,11]_11",Black,Non-White,61
604,11,Male,"(1,11]",Male_11,"(1,11]_11",Mixed,Non-White,61
605,11,Male,"(1,11]",Male_11,"(1,11]_11",Other,Non-White,61
606,11,Male,"(11,16]",Male_11,"(11,16]_11",White,White,62
607,11,Male,"(11,16]",Male_11,"(11,16]_11",Asian,Non-White,62
608,11,Male,"(11,16]",Male_11,"(11,16]_11",Black,Non-White,62
609,11,Male,"(11,16]",Male_11,"(11,16]_11",Mixed,Non-White,62
610,11,Male,"(11,16]",Male_11,"(11,16]_11",Other,Non-White,62
611,11,Male,"(16,25]",Male_11,"(16,25]_11",White,White,63
612,11,Male,"(16,25]",Male_11,"(16,25]_11",Asian,Non-White,63
613,11,Male,"(16,25]",Male_11,"(16,25]_11",Black,Non-White,63
614,11,Male,"(16,25]",Male_11,"(16,25]_11",Mixed,Non-White,63
615,11,Male,"(16,25]",Male_11,"(16,25]_11",Other,Non-White,63
616,11,Male,"(25,50]",Male_11,"(25,50]_11",White,White,64
617,11,Male,"(25,50]",Male_11,"(25,50]_11",Asian,Non-White,64
618,11,Male,"(25,50]",Male_11,"(25,50]_11",Black,Non-White,64
619,11,Male,"(25,50]",Male_11,"(25,50]_11",Mixed,Non-White,64
620,11,Male,"(25,50]",Male_11,"(25,50]_11",Other,Non-White,64
621,11,Male,"(50,70]",Male_11,"(50,70]_11",White,White,65
622,11,Male,"(50,70]",Male_11,"(50,70]_11",Asian,Non-White,65
623,11,Male,"(50,70]",Male_11,"(50,70]_11",Black,Non-White,65
624,11,Male,"(50,70]",Male_11,"(50,70]_11",Mixed,Non-White,65
625,11,Male,"(50,70]",Male_11,"(50,70]_11",Other,Non-White,65
626,11,Male,"(70, Inf]",Male_11,"(70, Inf]_11",White,White,66
627,11,Male,"(70, Inf]",Male_11,"(70, Inf]_11",Asian,Non-White,66
628,11,Male,"(70, Inf]",Male_11,"(70, Inf]_11",Black,Non-White,66
629,11,Male,"(70, Inf]",Male_11,"(70, Inf]_11",Mixed,Non-White,66
630,11,Male,"(70, Inf]",Male_11,"(70, Inf]_11",Other,Non-White,66
631,11,Female,"(1,11]",Female_11,"(1,11]_11",White,White,61
632,11,Female,"(1,11]",Female_11,"(1,11]_11",Asian,Non-White,61
633,11,Female,"(1,11]",Female_11,"(1,11]_11",Black,Non-White,61
634,11,Female,"(1,11]",Female_11,"(1,11]_11",Mixed,Non-White,61
635,11,Female,"(1,11]",Female_11,"(1,11]_11",Other,Non-White,61
636,11,Female,"(11,16]",Female_11,"(11,16]_11",White,White,62
637,11,Female,"(11,16]",Female_11,"(11,16]_11",Asian,Non-White,62
638,11,Female,"(11,16]",Female_11,"(11,16]_11",Black,Non-White,62
639,11,Female,"(11,16]",Female_11,"(11,16]_11",Mixed,Non-White,62
640,11,Female,"(11,16]",Female_11,"(11,16]_11",Other,Non-White,62
641,11,Female,"(16,25]",Female_11,"(16,25]_11",White,White,63
642,11,Female,"(16,25]",Female_11,"(16,25]_11",Asian,Non-White,63
643,11,Female,"(16,25]",Female_11,"(16,25]_11",Black,Non-White,63
644,11,Female,"(16,25]",Female_11,"(16,25]_11",Mixed,Non-White,63
645,11,Female,"(16,25]",Female_11,"(16,25]_11",Other,Non-White,63
646,11,Female,"(25,50]",Female_11,"(25,50]_11",White,White,64
647,11,Female,"(25,50]",Female_11,"(25,50]_11",Asian,Non-White,64
648,11,Female,"(25,50]",Female_11,"(25,50]_11",Black,Non-White,64
649,11,Female,"(25,50]",Female_11,"(25,50]_11",Mixed,Non-White,64
650,11,Female,"(25,50]",Female_11,"(25,50]_11",Other,Non-White,64
651,11,Female,"(50,70]",Female_11,"(50,70]_11",White,White,65
652,11,Female,"(50,70]",Female_11,"(50,70]_11",Asian,Non-White,65
653,11,Female,"(50,70]",Female_11,"(50,70]_11",Black,Non-White,65
654,11,Female,"(50,70]",Female_11,"(50,70]_11",Mixed,Non-White,65
655,11,Female,"(50,70]",Female_11,"(50,70]_11",Other,Non-White,65
656,11,Female,"(70, Inf]",Female_11,"(70, Inf]_11",White,White,66
657,11,Female,"(70, Inf]",Female_11,"(70, Inf]_11",Asian,Non-White,66
658,11,Female,"(70, Inf]",Female_11,"(70, Inf]_11",Black,Non-White,66
659,11,Female,"(70, Inf]",Female_11,"(70, Inf]_11",Mixed,Non-White,66
660,11,Female,"(70, Inf]",Female_11,"(70, Inf]_11",Other,Non-White,66
661,12,Male,"(1,11]",Male_12,"(1,11]_12",White,White,67
662,12,Male,"(1,11]",Male_12,"(1,11]_12",Asian,Non-White,67
663,12,Male,"(1,11]",Male_12,"(1,11]_12",Black,Non-White,67
664,12,Male,"(1,11]",Male_12,"(1,11]_12",Mixed,Non-White,67
665,12,Male,"(1,11]",Male_12,"(1,11]_12",Other,Non-White,67
666,12,Male,"(11,16]",Male_12,"(11,16]_12",White,White,68
667,12,Male,"(11,16]",Male_12,"(11,16]_12",Asian,Non-White,68
668,12,Male,"(11,16]",Male_12,"(11,16]_12",Black,Non-White,68
669,12,Male,"(11,16]",Male_12,"(11,16]_12",Mixed,Non-White,68
670,12,Male,"(11,16]",Male_12,"(11,16]_12",Other,Non-White,68
671,12,Male,"(16,25]",Male_12,"(16,25]_12",White,White,69
672,12,Male,"(16,25]",Male_12,"(16,25]_12",Asian,Non-White,69
673,12,Male,"(16,25]",Male_12,"(16,25]_12",Black,Non-White,69
674,12,Male,"(16,25]",Male_12,"(16,25]_12",Mixed,Non-White,69
675,12,Male,"(16,25]",Male_12,"(16,25]_12",Other,Non-White,69
676,12,Male,"(25,50]",Male_12,"(25,50]_12",White,White,70
677,12,Male,"(25,50]",Male_12,"(25,50]_12",Asian,Non-White,70
678,12,Male,"(25,50]",Male_12,"(25,50]_12",Black,Non-White,70
679,12,Male,"(25,50]",Male_12,"(25,50]_12",Mixed,Non-White,70
680,12,Male,"(25,50]",Male_12,"(25,50]_12",Other,Non-White,70
681,12,Male,"(50,70]",Male_12,"(50,70]_12",White,White,71
682,12,Male,"(50,70]",Male_12,"(50,70]_12",Asian,Non-White,71
683,12,Male,"(50,70]",Male_12,"(50,70]_12",Black,Non-White,71
684,12,Male,"(50,70]",Male_12,"(50,70]_12",Mixed,Non-White,71
685,12,Male,"(50,70]",Male_12,"(50,70]_12",Other,Non-White,71
686,12,Male,"(70, Inf]",Male_12,"(70, Inf]_12",White,White,72
687,12,Male,"(70, Inf]",Male_12,"(70, Inf]_12",Asian,Non-White,72
688,12,Male,"(70, Inf]",Male_12,"(70, Inf]_12",Black,Non-White,72
689,12,Male,"(70, Inf]",Male_12,"(70, Inf]_12",Mixed,Non-White,72
690,12,Male,"(70, Inf]",Male_12,"(70, Inf]_12",Other,Non-White,72
691,12,Female,"(1,11]",Female_12,"(1,11]_12",White,White,67
692,12,Female,"(1,11]",Female_12,"(1,11]_12",Asian,Non-White,67
693,12,Female,"(1,11]",Female_12,"(1,11]_12",Black,Non-White,67
694,12,Female,"(1,11]",Female_12,"(1,11]_12",Mixed,Non-White,67
695,12,Female,"(1,11]",Female_12,"(1,11]_12",Other,Non-White,67
696,12,Female,"(11,16]",Female_12,"(11,16]_12",White,White,68
697,12,Female,"(11,16]",Female_12,"(11,16]_12",Asian,Non-White,68
698,12,Female,"(11,16]",Female_12,"(11,16]_12",Black,Non-White,68
699,12,Female,"(11,16]",Female_12,"(11,16]_12",Mixed,Non-White,68
700,12,Female,"(11,16]",Female_12,"(11,16]_12",Other,Non-White,68
701,12,Female,"(16,25]",Female_12,"(16,25]_12",White,White,69
702,12,Female,"(16,25]",Female_12,"(16,25]_12",Asian,Non-White,69
703,12,Female,"(16,25]",Female_12,"(16,25]_12",Black,Non-White,69
704,12,Female,"(16,25]",Female_12,"(16,25]_12",Mixed,Non-White,69
705,12,Female,"(16,25]",Female_12,"(16,25]_12",Other,Non-White,69
706,12,Female,"(25,50]",Female_12,"(25,50]_12",White,White,70
707,12,Female,"(25,50]",Female_12,"(25,50]_12",Asian,Non-White,70
708,12,Female,"(25,50]",Female_12,"(25,50]_12",Black,Non-White,70
709,12,Female,"(25,50]",Female_12,"(25,50]_12",Mixed,Non-White,70
710,12,Female,"(25,50]",Female_12,"(25,50]_12",Other,Non-White,70
711,12,Female,"(50,70]",Female_12,"(50,70]_12",White,White,71
712,12,Female,"(50,70]",Female_12,"(50,70]_12",Asian,Non-White,71
713,12,Female,"(50,70]",Female_12,"(50,70]_12",Black,Non-White,71
714,12,Female,"(50,70]",Female_12,"(50,70]_12",Mixed,Non-White,71
715,12,Female,"(50,70]",Female_12,"(50,70]_12",Other,Non-White,71
716,12,Female,"(70, Inf]",Female_12,"(70, Inf]_12",White,White,72
717,12,Female,"(70, Inf]",Female_12,"(70, Inf]_12",Asian,Non-White,72
718,12,Female,"(70, Inf]",Female_12,"(70, Inf]_12",Black,Non-White,72
719,12,Female,"(70, Inf]",Female_12,"(70, Inf]_12",Mixed,Non-White,72
720,12,Female,"(70, Inf]",Female_12,"(70, Inf]_12",Other,Non-White,72
721,13,Male,"(1,11]",Male_13,"(1,11]_13",White,White,73
722,13,Male,"(1,11]",Male_13,"(1,11]_13",Asian,Non-White,73
723,13,Male,"(1,11]",Male_13,"(1,11]_13",Black,Non-White,73
724,13,Male,"(1,11]",Male_13,"(1,11]_13",Mixed,Non-White,73
