.group,daynr,sex,age_group,daynr.sex,daynr.age_group,ethnicityg,ethnicity_wo
2055,161,Male,"(16,25]",Male_161,"(16,25]_161",Other,Non-White
2056,161,Male,"(25,50]",Male_161,"(25,50]_161",White,White
2057,161,Male,"(25,50]",Male_161,"(25,50]_161",Asian,Non-White
2058,161,Male,"(25,50]",Male_161,"(25,50]_161",Black,Non-White
2059,161,Male,"(25,50]",Male_161,"(25,50]_161",Mixed,Non-White
2060,161,Male,"(25,50]",Male_161,"(25,50]_161",Other,Non-White
2061,161,Male,"(50,70]",Male_161,"(50,70]_161",White,White
2062,161,Male,"(50,70]",Male_161,"(50,70]_161",Asian,Non-White
2063,161,Male,"(50,70]",Male_161,"(50,70]_161",Black,Non-White
2064,161,Male,"(50,70]",Male_161,"(50,70]_161",Mixed,Non-White
2065,161,Male,"(50,70]",Male_161,"(50,70]_161",Other,Non-White
2066,161,Male,"(70, Inf]",Male_161,"(70, Inf]_161",White,White
2067,161,Male,"(70, Inf]",Male_161,"(70, Inf]_161",Asian,Non-White
2068,161,Male,"(70, Inf]",Male_161,"(70, Inf]_161",Black,Non-White
2069,161,Male,"(70, Inf]",Male_161,"(70, Inf]_161",Mixed,Non-White
2070,161,Male,"(70, Inf]",Male_161,"(70, Inf]_161",Other,Non-White
2071,161,Female,"(1,11]",Female_161,"(1,11]_161",White,White
2072,161,Female,"(1,11]",Female_161,"(1,11]_161",Asian,Non-White
2073,161,Female,"(1,11]",Female_161,"(1,11]_161",Black,Non-White
2074,161,Female,"(1,11]",Female_161,"(1,11]_161",Mixed,Non-White
2075,161,Female,"(1,11]",Female_161,"(1,11]_161",Other,Non-White
2076,161,Female,"(11,16]",Female_161,"(11,16]_161",White,White
2077,161,Female,"(11,16]",Female_161,"(11,16]_161",Asian,Non-White
2078,161,Female,"(11,16]",Female_161,"(11,16]_161",Black,Non-White
2079,161,Female,"(11,16]",Female_161,"(11,16]_161",Mixed,Non-White
2080,161,Female,"(11,16]",Female_161,"(11,16]_161",Other,Non-White
2081,161,Female,"(16,25]",Female_161,"(16,25]_161",White,White
2082,161,Female,"(16,25]",Female_161,"(16,25]_161",Asian,Non-White
2083,161,Female,"(16,25]",Female_161,"(16,25]_161",Black,Non-White
2084,161,Female,"(16,25]",Female_161,"(16,25]_161",Mixed,Non-White
2085,161,Female,"(16,25]",Female_161,"(16,25]_161",Other,Non-White
2086,161,Female,"(25,50]",Female_161,"(25,50]_161",White,White
2087,161,Female,"(25,50]",Female_161,"(25,50]_161",Asian,Non-White
2088,161,Female,"(25,50]",Female_161,"(25,50]_161",Black,Non-White
2089,161,Female,"(25,50]",Female_161,"(25,50]_161",Mixed,Non-White
2090,161,Female,"(25,50]",Female_161,"(25,50]_161",Other,Non-White
2091,161,Female,"(50,70]",Female_161,"(50,70]_161",White,White
2092,161,Female,"(50,70]",Female_161,"(50,70]_161",Asian,Non-White
2093,161,Female,"(50,70]",Female_161,"(50,70]_161",Black,Non-White
2094,161,Female,"(50,70]",Female_161,"(50,70]_161",Mixed,Non-White
2095,161,Female,"(50,70]",Female_161,"(50,70]_161",Other,Non-White
2096,161,Female,"(70, Inf]",Female_161,"(70, Inf]_161",White,White
2097,161,Female,"(70, Inf]",Female_161,"(70, Inf]_161",Asian,Non-White
2098,161,Female,"(70, Inf]",Female_161,"(70, Inf]_161",Black,Non-White
2099,161,Female,"(70, Inf]",Female_161,"(70, Inf]_161",Mixed,Non-White
2100,161,Female,"(70, Inf]",Female_161,"(70, Inf]_161",Other,Non-White
2101,162,Male,"(1,11]",Male_162,"(1,11]_162",White,White
2102,162,Male,"(1,11]",Male_162,"(1,11]_162",Asian,Non-White
2103,162,Male,"(1,11]",Male_162,"(1,11]_162",Black,Non-White
2104,162,Male,"(1,11]",Male_162,"(1,11]_162",Mixed,Non-White
2105,162,Male,"(1,11]",Male_162,"(1,11]_162",Other,Non-White
2106,162,Male,"(11,16]",Male_162,"(11,16]_162",White,White
2107,162,Male,"(11,16]",Male_162,"(11,16]_162",Asian,Non-White
2108,162,Male,"(11,16]",Male_162,"(11,16]_162",Black,Non-White
2109,162,Male,"(11,16]",Male_162,"(11,16]_162",Mixed,Non-White
2110,162,Male,"(11,16]",Male_162,"(11,16]_162",Other,Non-White
2111,162,Male,"(16,25]",Male_162,"(16,25]_162",White,White
2112,162,Male,"(16,25]",Male_162,"(16,25]_162",Asian,Non-White
2113,162,Male,"(16,25]",Male_162,"(16,25]_162",Black,Non-White
2114,162,Male,"(16,25]",Male_162,"(16,25]_162",Mixed,Non-White
2115,162,Male,"(16,25]",Male_162,"(16,25]_162",Other,Non-White
2116,162,Male,"(25,50]",Male_162,"(25,50]_162",White,White
2117,162,Male,"(25,50]",Male_162,"(25,50]_162",Asian,Non-White
2118,162,Male,"(25,50]",Male_162,"(25,50]_162",Black,Non-White
2119,162,Male,"(25,50]",Male_162,"(25,50]_162",Mixed,Non-White
2120,162,Male,"(25,50]",Male_162,"(25,50]_162",Other,Non-White
2121,162,Male,"(50,70]",Male_162,"(50,70]_162",White,White
2122,162,Male,"(50,70]",Male_162,"(50,70]_162",Asian,Non-White
2123,162,Male,"(50,70]",Male_162,"(50,70]_162",Black,Non-White
2124,162,Male,"(50,70]",Male_162,"(50,70]_162",Mixed,Non-White
2125,162,Male,"(50,70]",Male_162,"(50,70]_162",Other,Non-White
2126,162,Male,"(70, Inf]",Male_162,"(70, Inf]_162",White,White
2127,162,Male,"(70, Inf]",Male_162,"(70, Inf]_162",Asian,Non-White
2128,162,Male,"(70, Inf]",Male_162,"(70, Inf]_162",Black,Non-White
2129,162,Male,"(70, Inf]",Male_162,"(70, Inf]_162",Mixed,Non-White
2130,162,Male,"(70, Inf]",Male_162,"(70, Inf]_162",Other,Non-White
2131,162,Female,"(1,11]",Female_162,"(1,11]_162",White,White
2132,162,Female,"(1,11]",Female_162,"(1,11]_162",Asian,Non-White
2133,162,Female,"(1,11]",Female_162,"(1,11]_162",Black,Non-White
2134,162,Female,"(1,11]",Female_162,"(1,11]_162",Mixed,Non-White
2135,162,Female,"(1,11]",Female_162,"(1,11]_162",Other,Non-White
2136,162,Female,"(11,16]",Female_162,"(11,16]_162",White,White
2137,162,Female,"(11,16]",Female_162,"(11,16]_162",Asian,Non-White
2138,162,Female,"(11,16]",Female_162,"(11,16]_162",Black,Non-White
2139,162,Female,"(11,16]",Female_162,"(11,16]_162",Mixed,Non-White
2140,162,Female,"(11,16]",Female_162,"(11,16]_162",Other,Non-White
2141,162,Female,"(16,25]",Female_162,"(16,25]_162",White,White
2142,162,Female,"(16,25]",Female_162,"(16,25]_162",Asian,Non-White
2143,162,Female,"(16,25]",Female_162,"(16,25]_162",Black,Non-White
2144,162,Female,"(16,25]",Female_162,"(16,25]_162",Mixed,Non-White
2145,162,Female,"(16,25]",Female_162,"(16,25]_162",Other,Non-White
2146,162,Female,"(25,50]",Female_162,"(25,50]_162",White,White
2147,162,Female,"(25,50]",Female_162,"(25,50]_162",Asian,Non-White
2148,162,Female,"(25,50]",Female_162,"(25,50]_162",Black,Non-White
2149,162,Female,"(25,50]",Female_162,"(25,50]_162",Mixed,Non-White
2150,162,Female,"(25,50]",Female_162,"(25,50]_162",Other,Non-White
2151,162,Female,"(50,70]",Female_162,"(50,70]_162",White,White
2152,162,Female,"(50,70]",Female_162,"(50,70]_162",Asian,Non-White
2153,162,Female,"(50,70]",Female_162,"(50,70]_162",Black,Non-White
2154,162,Female,"(50,70]",Female_162,"(50,70]_162",Mixed,Non-White
2155,162,Female,"(50,70]",Female_162,"(50,70]_162",Other,Non-White
2156,162,Female,"(70, Inf]",Female_162,"(70, Inf]_162",White,White
2157,162,Female,"(70, Inf]",Female_162,"(70, Inf]_162",Asian,Non-White
2158,162,Female,"(70, Inf]",Female_162,"(70, Inf]_162",Black,Non-White
2159,162,Female,"(70, Inf]",Female_162,"(70, Inf]_162",Mixed,Non-White
2160,162,Female,"(70, Inf]",Female_162,"(70, Inf]_162",Other,Non-White
2161,163,Male,"(1,11]",Male_163,"(1,11]_163",White,White
2162,163,Male,"(1,11]",Male_163,"(1,11]_163",Asian,Non-White
2163,163,Male,"(1,11]",Male_163,"(1,11]_163",Black,Non-White
2164,163,Male,"(1,11]",Male_163,"(1,11]_163",Mixed,Non-White
2165,163,Male,"(1,11]",Male_163,"(1,11]_163",Other,Non-White
2166,163,Male,"(11,16]",Male_163,"(11,16]_163",White,White
2167,163,Male,"(11,16]",Male_163,"(11,16]_163",Asian,Non-White
2168,163,Male,"(11,16]",Male_163,"(11,16]_163",Black,Non-White
2169,163,Male,"(11,16]",Male_163,"(11,16]_163",Mixed,Non-White
2170,163,Male,"(11,16]",Male_163,"(11,16]_163",Other,Non-White
2171,163,Male,"(16,25]",Male_163,"(16,25]_163",White,White
2172,163,Male,"(16,25]",Male_163,"(16,25]_163",Asian,Non-White
2173,163,Male,"(16,25]",Male_163,"(16,25]_163",Black,Non-White
2174,163,Male,"(16,25]",Male_163,"(16,25]_163",Mixed,Non-White
2175,163,Male,"(16,25]",Male_163,"(16,25]_163",Other,Non-White
2176,163,Male,"(25,50]",Male_163,"(25,50]_163",White,White
2177,163,Male,"(25,50]",Male_163,"(25,50]_163",Asian,Non-White
2178,163,Male,"(25,50]",Male_163,"(25,50]_163",Black,Non-White
2179,163,Male,"(25,50]",Male_163,"(25,50]_163",Mixed,Non-White
2180,163,Male,"(25,50]",Male_163,"(25,50]_163",Other,Non-White
2181,163,Male,"(50,70]",Male_163,"(50,70]_163",White,White
2182,163,Male,"(50,70]",Male_163,"(50,70]_163",Asian,Non-White
2183,163,Male,"(50,70]",Male_163,"(50,70]_163",Black,Non-White
2184,163,Male,"(50,70]",Male_163,"(50,70]_163",Mixed,Non-White
2185,163,Male,"(50,70]",Male_163,"(50,70]_163",Other,Non-White
2186,163,Male,"(70, Inf]",Male_163,"(70, Inf]_163",White,White
2187,163,Male,"(70, Inf]",Male_163,"(70, Inf]_163",Asian,Non-White
2188,163,Male,"(70, Inf]",Male_163,"(70, Inf]_163",Black,Non-White
2189,163,Male,"(70, Inf]",Male_163,"(70, Inf]_163",Mixed,Non-White
2190,163,Male,"(70, Inf]",Male_163,"(70, Inf]_163",Other,Non-White
2191,163,Female,"(1,11]",Female_163,"(1,11]_163",White,White
2192,163,Female,"(1,11]",Female_163,"(1,11]_163",Asian,Non-White
2193,163,Female,"(1,11]",Female_163,"(1,11]_163",Black,Non-White
2194,163,Female,"(1,11]",Female_163,"(1,11]_163",Mixed,Non-White
2195,163,Female,"(1,11]",Female_163,"(1,11]_163",Other,Non-White
2196,163,Female,"(11,16]",Female_163,"(11,16]_163",White,White
2197,163,Female,"(11,16]",Female_163,"(11,16]_163",Asian,Non-White
2198,163,Female,"(11,16]",Female_163,"(11,16]_163",Black,Non-White
2199,163,Female,"(11,16]",Female_163,"(11,16]_163",Mixed,Non-White
2200,163,Female,"(11,16]",Female_163,"(11,16]_163",Other,Non-White
2201,163,Female,"(16,25]",Female_163,"(16,25]_163",White,White
2202,163,Female,"(16,25]",Female_163,"(16,25]_163",Asian,Non-White
2203,163,Female,"(16,25]",Female_163,"(16,25]_163",Black,Non-White
2204,163,Female,"(16,25]",Female_163,"(16,25]_163",Mixed,Non-White
2205,163,Female,"(16,25]",Female_163,"(16,25]_163",Other,Non-White
2206,163,Female,"(25,50]",Female_163,"(25,50]_163",White,White
2207,163,Female,"(25,50]",Female_163,"(25,50]_163",Asian,Non-White
2208,163,Female,"(25,50]",Female_163,"(25,50]_163",Black,Non-White
2209,163,Female,"(25,50]",Female_163,"(25,50]_163",Mixed,Non-White
2210,163,Female,"(25,50]",Female_163,"(25,50]_163",Other,Non-White
2211,163,Female,"(50,70]",Female_163,"(50,70]_163",White,White
2212,163,Female,"(50,70]",Female_163,"(50,70]_163",Asian,Non-White
2213,163,Female,"(50,70]",Female_163,"(50,70]_163",Black,Non-White
2214,163,Female,"(50,70]",Female_163,"(50,70]_163",Mixed,Non-White
2215,163,Female,"(50,70]",Female_163,"(50,70]_163",Other,Non-White
2216,163,Female,"(70, Inf]",Female_163,"(70, Inf]_163",White,White
2217,163,Female,"(70, Inf]",Female_163,"(70, Inf]_163",Asian,Non-White
2218,163,Female,"(70, Inf]",Female_163,"(70, Inf]_163",Black,Non-White
2219,163,Female,"(70, Inf]",Female_163,"(70, Inf]_163",Mixed,Non-White
2220,163,Female,"(70, Inf]",Female_163,"(70, Inf]_163",Other,Non-White
2221,164,Male,"(1,11]",Male_164,"(1,11]_164",White,White
2222,164,Male,"(1,11]",Male_164,"(1,11]_164",Asian,Non-White
2223,164,Male,"(1,11]",Male_164,"(1,11]_164",Black,Non-White
2224,164,Male,"(1,11]",Male_164,"(1,11]_164",Mixed,Non-White
2225,164,Male,"(1,11]",Male_164,"(1,11]_164",Other,Non-White
2226,164,Male,"(11,16]",Male_164,"(11,16]_164",White,White
2227,164,Male,"(11,16]",Male_164,"(11,16]_164",Asian,Non-White
2228,164,Male,"(11,16]",Male_164,"(11,16]_164",Black,Non-White
2229,164,Male,"(11,16]",Male_164,"(11,16]_164",Mixed,Non-White
2230,164,Male,"(11,16]",Male_164,"(11,16]_164",Other,Non-White
2231,164,Male,"(16,25]",Male_164,"(16,25]_164",White,White
2232,164,Male,"(16,25]",Male_164,"(16,25]_164",Asian,Non-White
2233,164,Male,"(16,25]",Male_164,"(16,25]_164",Black,Non-White
2234,164,Male,"(16,25]",Male_164,"(16,25]_164",Mixed,Non-White
2235,164,Male,"(16,25]",Male_164,"(16,25]_164",Other,Non-White
2236,164,Male,"(25,50]",Male_164,"(25,50]_164",White,White
2237,164,Male,"(25,50]",Male_164,"(25,50]_164",Asian,Non-White
2238,164,Male,"(25,50]",Male_164,"(25,50]_164",Black,Non-White
2239,164,Male,"(25,50]",Male_164,"(25,50]_164",Mixed,Non-White
2240,164,Male,"(25,50]",Male_164,"(25,50]_164",Other,Non-White
2241,164,Male,"(50,70]",Male_164,"(50,70]_164",White,White
2242,164,Male,"(50,70]",Male_164,"(50,70]_164",Asian,Non-White
2243,164,Male,"(50,70]",Male_164,"(50,70]_164",Black,Non-White
2244,164,Male,"(50,70]",Male_164,"(50,70]_164",Mixed,Non-White
2245,164,Male,"(50,70]",Male_164,"(50,70]_164",Other,Non-White
2246,164,Male,"(70, Inf]",Male_164,"(70, Inf]_164",White,White
2247,164,Male,"(70, Inf]",Male_164,"(70, Inf]_164",Asian,Non-White
2248,164,Male,"(70, Inf]",Male_164,"(70, Inf]_164",Black,Non-White
2249,164,Male,"(70, Inf]",Male_164,"(70, Inf]_164",Mixed,Non-White
2250,164,Male,"(70, Inf]",Male_164,"(70, Inf]_164",Other,Non-White
2251,164,Female,"(1,11]",Female_164,"(1,11]_164",White,White
2252,164,Female,"(1,11]",Female_164,"(1,11]_164",Asian,Non-White
2253,164,Female,"(1,11]",Female_164,"(1,11]_164",Black,Non-White
2254,164,Female,"(1,11]",Female_164,"(1,11]_164",Mixed,Non-White
2255,164,Female,"(1,11]",Female_164,"(1,11]_164",Other,Non-White
2256,164,Female,"(11,16]",Female_164,"(11,16]_164",White,White
2257,164,Female,"(11,16]",Female_164,"(11,16]_164",Asian,Non-White
2258,164,Female,"(11,16]",Female_164,"(11,16]_164",Black,Non-White
2259,164,Female,"(11,16]",Female_164,"(11,16]_164",Mixed,Non-White
2260,164,Female,"(11,16]",Female_164,"(11,16]_164",Other,Non-White
2261,164,Female,"(16,25]",Female_164,"(16,25]_164",White,White
2262,164,Female,"(16,25]",Female_164,"(16,25]_164",Asian,Non-White
2263,164,Female,"(16,25]",Female_164,"(16,25]_164",Black,Non-White
2264,164,Female,"(16,25]",Female_164,"(16,25]_164",Mixed,Non-White
2265,164,Female,"(16,25]",Female_164,"(16,25]_164",Other,Non-White
2266,164,Female,"(25,50]",Female_164,"(25,50]_164",White,White
2267,164,Female,"(25,50]",Female_164,"(25,50]_164",Asian,Non-White
2268,164,Female,"(25,50]",Female_164,"(25,50]_164",Black,Non-White
2269,164,Female,"(25,50]",Female_164,"(25,50]_164",Mixed,Non-White
2270,164,Female,"(25,50]",Female_164,"(25,50]_164",Other,Non-White
2271,164,Female,"(50,70]",Female_164,"(50,70]_164",White,White
2272,164,Female,"(50,70]",Female_164,"(50,70]_164",Asian,Non-White
2273,164,Female,"(50,70]",Female_164,"(50,70]_164",Black,Non-White
2274,164,Female,"(50,70]",Female_164,"(50,70]_164",Mixed,Non-White
2275,164,Female,"(50,70]",Female_164,"(50,70]_164",Other,Non-White
2276,164,Female,"(70, Inf]",Female_164,"(70, Inf]_164",White,White
2277,164,Female,"(70, Inf]",Female_164,"(70, Inf]_164",Asian,Non-White
2278,164,Female,"(70, Inf]",Female_164,"(70, Inf]_164",Black,Non-White
2279,164,Female,"(70, Inf]",Female_164,"(70, Inf]_164",Mixed,Non-White
2280,164,Female,"(70, Inf]",Female_164,"(70, Inf]_164",Other,Non-White
2281,165,Male,"(1,11]",Male_165,"(1,11]_165",White,White
2282,165,Male,"(1,11]",Male_165,"(1,11]_165",Asian,Non-White
2283,165,Male,"(1,11]",Male_165,"(1,11]_165",Black,Non-White
2284,165,Male,"(1,11]",Male_165,"(1,11]_165",Mixed,Non-White
2285,165,Male,"(1,11]",Male_165,"(1,11]_165",Other,Non-White
2286,165,Male,"(11,16]",Male_165,"(11,16]_165",White,White
2287,165,Male,"(11,16]",Male_165,"(11,16]_165",Asian,Non-White
2288,165,Male,"(11,16]",Male_165,"(11,16]_165",Black,Non-White
2289,165,Male,"(11,16]",Male_165,"(11,16]_165",Mixed,Non-White
2290,165,Male,"(11,16]",Male_165,"(11,16]_165",Other,Non-White
2291,165,Male,"(16,25]",Male_165,"(16,25]_165",White,White
2292,165,Male,"(16,25]",Male_165,"(16,25]_165",Asian,Non-White
2293,165,Male,"(16,25]",Male_165,"(16,25]_165",Black,Non-White
2294,165,Male,"(16,25]",Male_165,"(16,25]_165",Mixed,Non-White
2295,165,Male,"(16,25]",Male_165,"(16,25]_165",Other,Non-White
2296,165,Male,"(25,50]",Male_165,"(25,50]_165",White,White
2297,165,Male,"(25,50]",Male_165,"(25,50]_165",Asian,Non-White
2298,165,Male,"(25,50]",Male_165,"(25,50]_165",Black,Non-White
2299,165,Male,"(25,50]",Male_165,"(25,50]_165",Mixed,Non-White
2300,165,Male,"(25,50]",Male_165,"(25,50]_165",Other,Non-White
2301,165,Male,"(50,70]",Male_165,"(50,70]_165",White,White
2302,165,Male,"(50,70]",Male_165,"(50,70]_165",Asian,Non-White
2303,165,Male,"(50,70]",Male_165,"(50,70]_165",Black,Non-White
2304,165,Male,"(50,70]",Male_165,"(50,70]_165",Mixed,Non-White
2305,165,Male,"(50,70]",Male_165,"(50,70]_165",Other,Non-White
2306,165,Male,"(70, Inf]",Male_165,"(70, Inf]_165",White,White
2307,165,Male,"(70, Inf]",Male_165,"(70, Inf]_165",Asian,Non-White
2308,165,Male,"(70, Inf]",Male_165,"(70, Inf]_165",Black,Non-White
2309,165,Male,"(70, Inf]",Male_165,"(70, Inf]_165",Mixed,Non-White
2310,165,Male,"(70, Inf]",Male_165,"(70, Inf]_165",Other,Non-White
2311,165,Female,"(1,11]",Female_165,"(1,11]_165",White,White
2312,165,Female,"(1,11]",Female_165,"(1,11]_165",Asian,Non-White
2313,165,Female,"(1,11]",Female_165,"(1,11]_165",Black,Non-White
2314,165,Female,"(1,11]",Female_165,"(1,11]_165",Mixed,Non-White
2315,165,Female,"(1,11]",Female_165,"(1,11]_165",Other,Non-White
2316,165,Female,"(11,16]",Female_165,"(11,16]_165",White,White
2317,165,Female,"(11,16]",Female_165,"(11,16]_165",Asian,Non-White
2318,165,Female,"(11,16]",Female_165,"(11,16]_165",Black,Non-White
2319,165,Female,"(11,16]",Female_165,"(11,16]_165",Mixed,Non-White
2320,165,Female,"(11,16]",Female_165,"(11,16]_165",Other,Non-White
2321,165,Female,"(16,25]",Female_165,"(16,25]_165",White,White
2322,165,Female,"(16,25]",Female_165,"(16,25]_165",Asian,Non-White
2323,165,Female,"(16,25]",Female_165,"(16,25]_165",Black,Non-White
2324,165,Female,"(16,25]",Female_165,"(16,25]_165",Mixed,Non-White
2325,165,Female,"(16,25]",Female_165,"(16,25]_165",Other,Non-White
2326,165,Female,"(25,50]",Female_165,"(25,50]_165",White,White
2327,165,Female,"(25,50]",Female_165,"(25,50]_165",Asian,Non-White
2328,165,Female,"(25,50]",Female_165,"(25,50]_165",Black,Non-White
2329,165,Female,"(25,50]",Female_165,"(25,50]_165",Mixed,Non-White
2330,165,Female,"(25,50]",Female_165,"(25,50]_165",Other,Non-White
2331,165,Female,"(50,70]",Female_165,"(50,70]_165",White,White
2332,165,Female,"(50,70]",Female_165,"(50,70]_165",Asian,Non-White
2333,165,Female,"(50,70]",Female_165,"(50,70]_165",Black,Non-White
2334,165,Female,"(50,70]",Female_165,"(50,70]_165",Mixed,Non-White
2335,165,Female,"(50,70]",Female_165,"(50,70]_165",Other,Non-White
2336,165,Female,"(70, Inf]",Female_165,"(70, Inf]_165",White,White
2337,165,Female,"(70, Inf]",Female_165,"(70, Inf]_165",Asian,Non-White
2338,165,Female,"(70, Inf]",Female_165,"(70, Inf]_165",Black,Non-White
2339,165,Female,"(70, Inf]",Female_165,"(70, Inf]_165",Mixed,Non-White
2340,165,Female,"(70, Inf]",Female_165,"(70, Inf]_165",Other,Non-White
2341,166,Male,"(1,11]",Male_166,"(1,11]_166",White,White
2342,166,Male,"(1,11]",Male_166,"(1,11]_166",Asian,Non-White
2343,166,Male,"(1,11]",Male_166,"(1,11]_166",Black,Non-White
2344,166,Male,"(1,11]",Male_166,"(1,11]_166",Mixed,Non-White
2345,166,Male,"(1,11]",Male_166,"(1,11]_166",Other,Non-White
2346,166,Male,"(11,16]",Male_166,"(11,16]_166",White,White
2347,166,Male,"(11,16]",Male_166,"(11,16]_166",Asian,Non-White
2348,166,Male,"(11,16]",Male_166,"(11,16]_166",Black,Non-White
2349,166,Male,"(11,16]",Male_166,"(11,16]_166",Mixed,Non-White
2350,166,Male,"(11,16]",Male_166,"(11,16]_166",Other,Non-White
2351,166,Male,"(16,25]",Male_166,"(16,25]_166",White,White
2352,166,Male,"(16,25]",Male_166,"(16,25]_166",Asian,Non-White
2353,166,Male,"(16,25]",Male_166,"(16,25]_166",Black,Non-White
2354,166,Male,"(16,25]",Male_166,"(16,25]_166",Mixed,Non-White
2355,166,Male,"(16,25]",Male_166,"(16,25]_166",Other,Non-White
2356,166,Male,"(25,50]",Male_166,"(25,50]_166",White,White
2357,166,Male,"(25,50]",Male_166,"(25,50]_166",Asian,Non-White
2358,166,Male,"(25,50]",Male_166,"(25,50]_166",Black,Non-White
2359,166,Male,"(25,50]",Male_166,"(25,50]_166",Mixed,Non-White
2360,166,Male,"(25,50]",Male_166,"(25,50]_166",Other,Non-White
2361,166,Male,"(50,70]",Male_166,"(50,70]_166",White,White
2362,166,Male,"(50,70]",Male_166,"(50,70]_166",Asian,Non-White
2363,166,Male,"(50,70]",Male_166,"(50,70]_166",Black,Non-White
2364,166,Male,"(50,70]",Male_166,"(50,70]_166",Mixed,Non-White
2365,166,Male,"(50,70]",Male_166,"(50,70]_166",Other,Non-White
2366,166,Male,"(70, Inf]",Male_166,"(70, Inf]_166",White,White
2367,166,Male,"(70, Inf]",Male_166,"(70, Inf]_166",Asian,Non-White
2368,166,Male,"(70, Inf]",Male_166,"(70, Inf]_166",Black,Non-White
2369,166,Male,"(70, Inf]",Male_166,"(70, Inf]_166",Mixed,Non-White
2370,166,Male,"(70, Inf]",Male_166,"(70, Inf]_166",Other,Non-White
2371,166,Female,"(1,11]",Female_166,"(1,11]_166",White,White
2372,166,Female,"(1,11]",Female_166,"(1,11]_166",Asian,Non-White
2373,166,Female,"(1,11]",Female_166,"(1,11]_166",Black,Non-White
2374,166,Female,"(1,11]",Female_166,"(1,11]_166",Mixed,Non-White
2375,166,Female,"(1,11]",Female_166,"(1,11]_166",Other,Non-White
2376,166,Female,"(11,16]",Female_166,"(11,16]_166",White,White
2377,166,Female,"(11,16]",Female_166,"(11,16]_166",Asian,Non-White
2378,166,Female,"(11,16]",Female_166,"(11,16]_166",Black,Non-White
2379,166,Female,"(11,16]",Female_166,"(11,16]_166",Mixed,Non-White
2380,166,Female,"(11,16]",Female_166,"(11,16]_166",Other,Non-White
2381,166,Female,"(16,25]",Female_166,"(16,25]_166",White,White
2382,166,Female,"(16,25]",Female_166,"(16,25]_166",Asian,Non-White
2383,166,Female,"(16,25]",Female_166,"(16,25]_166",Black,Non-White
2384,166,Female,"(16,25]",Female_166,"(16,25]_166",Mixed,Non-White
2385,166,Female,"(16,25]",Female_166,"(16,25]_166",Other,Non-White
2386,166,Female,"(25,50]",Female_166,"(25,50]_166",White,White
2387,166,Female,"(25,50]",Female_166,"(25,50]_166",Asian,Non-White
2388,166,Female,"(25,50]",Female_166,"(25,50]_166",Black,Non-White
2389,166,Female,"(25,50]",Female_166,"(25,50]_166",Mixed,Non-White
2390,166,Female,"(25,50]",Female_166,"(25,50]_166",Other,Non-White
2391,166,Female,"(50,70]",Female_166,"(50,70]_166",White,White
2392,166,Female,"(50,70]",Female_166,"(50,70]_166",Asian,Non-White
2393,166,Female,"(50,70]",Female_166,"(50,70]_166",Black,Non-White
2394,166,Female,"(50,70]",Female_166,"(50,70]_166",Mixed,Non-White
2395,166,Female,"(50,70]",Female_166,"(50,70]_166",Other,Non-White
2396,166,Female,"(70, Inf]",Female_166,"(70, Inf]_166",White,White
2397,166,Female,"(70, Inf]",Female_166,"(70, Inf]_166",Asian,Non-White
2398,166,Female,"(70, Inf]",Female_166,"(70, Inf]_166",Black,Non-White
2399,166,Female,"(70, Inf]",Female_166,"(70, Inf]_166",Mixed,Non-White
2400,166,Female,"(70, Inf]",Female_166,"(70, Inf]_166",Other,Non-White
2401,167,Male,"(1,11]",Male_167,"(1,11]_167",White,White
2402,167,Male,"(1,11]",Male_167,"(1,11]_167",Asian,Non-White
2403,167,Male,"(1,11]",Male_167,"(1,11]_167",Black,Non-White
2404,167,Male,"(1,11]",Male_167,"(1,11]_167",Mixed,Non-White
2405,167,Male,"(1,11]",Male_167,"(1,11]_167",Other,Non-White
2406,167,Male,"(11,16]",Male_167,"(11,16]_167",White,White
2407,167,Male,"(11,16]",Male_167,"(11,16]_167",Asian,Non-White
2408,167,Male,"(11,16]",Male_167,"(11,16]_167",Black,Non-White
2409,167,Male,"(11,16]",Male_167,"(11,16]_167",Mixed,Non-White
2410,167,Male,"(11,16]",Male_167,"(11,16]_167",Other,Non-White
2411,167,Male,"(16,25]",Male_167,"(16,25]_167",White,White
2412,167,Male,"(16,25]",Male_167,"(16,25]_167",Asian,Non-White
2413,167,Male,"(16,25]",Male_167,"(16,25]_167",Black,Non-White
2414,167,Male,"(16,25]",Male_167,"(16,25]_167",Mixed,Non-White
2415,167,Male,"(16,25]",Male_167,"(16,25]_167",Other,Non-White
2416,167,Male,"(25,50]",Male_167,"(25,50]_167",White,White
2417,167,Male,"(25,50]",Male_167,"(25,50]_167",Asian,Non-White
2418,167,Male,"(25,50]",Male_167,"(25,50]_167",Black,Non-White
2419,167,Male,"(25,50]",Male_167,"(25,50]_167",Mixed,Non-White
2420,167,Male,"(25,50]",Male_167,"(25,50]_167",Other,Non-White
2421,167,Male,"(50,70]",Male_167,"(50,70]_167",White,White
2422,167,Male,"(50,70]",Male_167,"(50,70]_167",Asian,Non-White
2423,167,Male,"(50,70]",Male_167,"(50,70]_167",Black,Non-White
2424,167,Male,"(50,70]",Male_167,"(50,70]_167",Mixed,Non-White
2425,167,Male,"(50,70]",Male_167,"(50,70]_167",Other,Non-White
2426,167,Male,"(70, Inf]",Male_167,"(70, Inf]_167",White,White
