.group,daynr,sex,age_group,daynr.sex,daynr.age_group,ethnicityg,ethnicity_wo
7633,254,Male,"(16,25]",Male_254,"(16,25]_254",Black,Non-White
7634,254,Male,"(16,25]",Male_254,"(16,25]_254",Mixed,Non-White
7635,254,Male,"(16,25]",Male_254,"(16,25]_254",Other,Non-White
7636,254,Male,"(25,50]",Male_254,"(25,50]_254",White,White
7637,254,Male,"(25,50]",Male_254,"(25,50]_254",Asian,Non-White
7638,254,Male,"(25,50]",Male_254,"(25,50]_254",Black,Non-White
7639,254,Male,"(25,50]",Male_254,"(25,50]_254",Mixed,Non-White
7640,254,Male,"(25,50]",Male_254,"(25,50]_254",Other,Non-White
7641,254,Male,"(50,70]",Male_254,"(50,70]_254",White,White
7642,254,Male,"(50,70]",Male_254,"(50,70]_254",Asian,Non-White
7643,254,Male,"(50,70]",Male_254,"(50,70]_254",Black,Non-White
7644,254,Male,"(50,70]",Male_254,"(50,70]_254",Mixed,Non-White
7645,254,Male,"(50,70]",Male_254,"(50,70]_254",Other,Non-White
7646,254,Male,"(70, Inf]",Male_254,"(70, Inf]_254",White,White
7647,254,Male,"(70, Inf]",Male_254,"(70, Inf]_254",Asian,Non-White
7648,254,Male,"(70, Inf]",Male_254,"(70, Inf]_254",Black,Non-White
7649,254,Male,"(70, Inf]",Male_254,"(70, Inf]_254",Mixed,Non-White
7650,254,Male,"(70, Inf]",Male_254,"(70, Inf]_254",Other,Non-White
7651,254,Female,"(1,11]",Female_254,"(1,11]_254",White,White
7652,254,Female,"(1,11]",Female_254,"(1,11]_254",Asian,Non-White
7653,254,Female,"(1,11]",Female_254,"(1,11]_254",Black,Non-White
7654,254,Female,"(1,11]",Female_254,"(1,11]_254",Mixed,Non-White
7655,254,Female,"(1,11]",Female_254,"(1,11]_254",Other,Non-White
7656,254,Female,"(11,16]",Female_254,"(11,16]_254",White,White
7657,254,Female,"(11,16]",Female_254,"(11,16]_254",Asian,Non-White
7658,254,Female,"(11,16]",Female_254,"(11,16]_254",Black,Non-White
7659,254,Female,"(11,16]",Female_254,"(11,16]_254",Mixed,Non-White
7660,254,Female,"(11,16]",Female_254,"(11,16]_254",Other,Non-White
7661,254,Female,"(16,25]",Female_254,"(16,25]_254",White,White
7662,254,Female,"(16,25]",Female_254,"(16,25]_254",Asian,Non-White
7663,254,Female,"(16,25]",Female_254,"(16,25]_254",Black,Non-White
7664,254,Female,"(16,25]",Female_254,"(16,25]_254",Mixed,Non-White
7665,254,Female,"(16,25]",Female_254,"(16,25]_254",Other,Non-White
7666,254,Female,"(25,50]",Female_254,"(25,50]_254",White,White
7667,254,Female,"(25,50]",Female_254,"(25,50]_254",Asian,Non-White
7668,254,Female,"(25,50]",Female_254,"(25,50]_254",Black,Non-White
7669,254,Female,"(25,50]",Female_254,"(25,50]_254",Mixed,Non-White
7670,254,Female,"(25,50]",Female_254,"(25,50]_254",Other,Non-White
7671,254,Female,"(50,70]",Female_254,"(50,70]_254",White,White
7672,254,Female,"(50,70]",Female_254,"(50,70]_254",Asian,Non-White
7673,254,Female,"(50,70]",Female_254,"(50,70]_254",Black,Non-White
7674,254,Female,"(50,70]",Female_254,"(50,70]_254",Mixed,Non-White
7675,254,Female,"(50,70]",Female_254,"(50,70]_254",Other,Non-White
7676,254,Female,"(70, Inf]",Female_254,"(70, Inf]_254",White,White
7677,254,Female,"(70, Inf]",Female_254,"(70, Inf]_254",Asian,Non-White
7678,254,Female,"(70, Inf]",Female_254,"(70, Inf]_254",Black,Non-White
7679,254,Female,"(70, Inf]",Female_254,"(70, Inf]_254",Mixed,Non-White
7680,254,Female,"(70, Inf]",Female_254,"(70, Inf]_254",Other,Non-White
7681,255,Male,"(1,11]",Male_255,"(1,11]_255",White,White
7682,255,Male,"(1,11]",Male_255,"(1,11]_255",Asian,Non-White
7683,255,Male,"(1,11]",Male_255,"(1,11]_255",Black,Non-White
7684,255,Male,"(1,11]",Male_255,"(1,11]_255",Mixed,Non-White
7685,255,Male,"(1,11]",Male_255,"(1,11]_255",Other,Non-White
7686,255,Male,"(11,16]",Male_255,"(11,16]_255",White,White
7687,255,Male,"(11,16]",Male_255,"(11,16]_255",Asian,Non-White
7688,255,Male,"(11,16]",Male_255,"(11,16]_255",Black,Non-White
7689,255,Male,"(11,16]",Male_255,"(11,16]_255",Mixed,Non-White
7690,255,Male,"(11,16]",Male_255,"(11,16]_255",Other,Non-White
7691,255,Male,"(16,25]",Male_255,"(16,25]_255",White,White
7692,255,Male,"(16,25]",Male_255,"(16,25]_255",Asian,Non-White
7693,255,Male,"(16,25]",Male_255,"(16,25]_255",Black,Non-White
7694,255,Male,"(16,25]",Male_255,"(16,25]_255",Mixed,Non-White
7695,255,Male,"(16,25]",Male_255,"(16,25]_255",Other,Non-White
7696,255,Male,"(25,50]",Male_255,"(25,50]_255",White,White
7697,255,Male,"(25,50]",Male_255,"(25,50]_255",Asian,Non-White
7698,255,Male,"(25,50]",Male_255,"(25,50]_255",Black,Non-White
7699,255,Male,"(25,50]",Male_255,"(25,50]_255",Mixed,Non-White
7700,255,Male,"(25,50]",Male_255,"(25,50]_255",Other,Non-White
7701,255,Male,"(50,70]",Male_255,"(50,70]_255",White,White
7702,255,Male,"(50,70]",Male_255,"(50,70]_255",Asian,Non-White
7703,255,Male,"(50,70]",Male_255,"(50,70]_255",Black,Non-White
7704,255,Male,"(50,70]",Male_255,"(50,70]_255",Mixed,Non-White
7705,255,Male,"(50,70]",Male_255,"(50,70]_255",Other,Non-White
7706,255,Male,"(70, Inf]",Male_255,"(70, Inf]_255",White,White
7707,255,Male,"(70, Inf]",Male_255,"(70, Inf]_255",Asian,Non-White
7708,255,Male,"(70, Inf]",Male_255,"(70, Inf]_255",Black,Non-White
7709,255,Male,"(70, Inf]",Male_255,"(70, Inf]_255",Mixed,Non-White
7710,255,Male,"(70, Inf]",Male_255,"(70, Inf]_255",Other,Non-White
7711,255,Female,"(1,11]",Female_255,"(1,11]_255",White,White
7712,255,Female,"(1,11]",Female_255,"(1,11]_255",Asian,Non-White
7713,255,Female,"(1,11]",Female_255,"(1,11]_255",Black,Non-White
7714,255,Female,"(1,11]",Female_255,"(1,11]_255",Mixed,Non-White
7715,255,Female,"(1,11]",Female_255,"(1,11]_255",Other,Non-White
7716,255,Female,"(11,16]",Female_255,"(11,16]_255",White,White
7717,255,Female,"(11,16]",Female_255,"(11,16]_255",Asian,Non-White
7718,255,Female,"(11,16]",Female_255,"(11,16]_255",Black,Non-White
7719,255,Female,"(11,16]",Female_255,"(11,16]_255",Mixed,Non-White
7720,255,Female,"(11,16]",Female_255,"(11,16]_255",Other,Non-White
7721,255,Female,"(16,25]",Female_255,"(16,25]_255",White,White
7722,255,Female,"(16,25]",Female_255,"(16,25]_255",Asian,Non-White
7723,255,Female,"(16,25]",Female_255,"(16,25]_255",Black,Non-White
7724,255,Female,"(16,25]",Female_255,"(16,25]_255",Mixed,Non-White
7725,255,Female,"(16,25]",Female_255,"(16,25]_255",Other,Non-White
7726,255,Female,"(25,50]",Female_255,"(25,50]_255",White,White
7727,255,Female,"(25,50]",Female_255,"(25,50]_255",Asian,Non-White
7728,255,Female,"(25,50]",Female_255,"(25,50]_255",Black,Non-White
7729,255,Female,"(25,50]",Female_255,"(25,50]_255",Mixed,Non-White
7730,255,Female,"(25,50]",Female_255,"(25,50]_255",Other,Non-White
7731,255,Female,"(50,70]",Female_255,"(50,70]_255",White,White
7732,255,Female,"(50,70]",Female_255,"(50,70]_255",Asian,Non-White
7733,255,Female,"(50,70]",Female_255,"(50,70]_255",Black,Non-White
7734,255,Female,"(50,70]",Female_255,"(50,70]_255",Mixed,Non-White
7735,255,Female,"(50,70]",Female_255,"(50,70]_255",Other,Non-White
7736,255,Female,"(70, Inf]",Female_255,"(70, Inf]_255",White,White
7737,255,Female,"(70, Inf]",Female_255,"(70, Inf]_255",Asian,Non-White
7738,255,Female,"(70, Inf]",Female_255,"(70, Inf]_255",Black,Non-White
7739,255,Female,"(70, Inf]",Female_255,"(70, Inf]_255",Mixed,Non-White
7740,255,Female,"(70, Inf]",Female_255,"(70, Inf]_255",Other,Non-White
7741,256,Male,"(1,11]",Male_256,"(1,11]_256",White,White
7742,256,Male,"(1,11]",Male_256,"(1,11]_256",Asian,Non-White
7743,256,Male,"(1,11]",Male_256,"(1,11]_256",Black,Non-White
7744,256,Male,"(1,11]",Male_256,"(1,11]_256",Mixed,Non-White
7745,256,Male,"(1,11]",Male_256,"(1,11]_256",Other,Non-White
7746,256,Male,"(11,16]",Male_256,"(11,16]_256",White,White
7747,256,Male,"(11,16]",Male_256,"(11,16]_256",Asian,Non-White
7748,256,Male,"(11,16]",Male_256,"(11,16]_256",Black,Non-White
7749,256,Male,"(11,16]",Male_256,"(11,16]_256",Mixed,Non-White
7750,256,Male,"(11,16]",Male_256,"(11,16]_256",Other,Non-White
7751,256,Male,"(16,25]",Male_256,"(16,25]_256",White,White
7752,256,Male,"(16,25]",Male_256,"(16,25]_256",Asian,Non-White
7753,256,Male,"(16,25]",Male_256,"(16,25]_256",Black,Non-White
7754,256,Male,"(16,25]",Male_256,"(16,25]_256",Mixed,Non-White
7755,256,Male,"(16,25]",Male_256,"(16,25]_256",Other,Non-White
7756,256,Male,"(25,50]",Male_256,"(25,50]_256",White,White
7757,256,Male,"(25,50]",Male_256,"(25,50]_256",Asian,Non-White
7758,256,Male,"(25,50]",Male_256,"(25,50]_256",Black,Non-White
7759,256,Male,"(25,50]",Male_256,"(25,50]_256",Mixed,Non-White
7760,256,Male,"(25,50]",Male_256,"(25,50]_256",Other,Non-White
7761,256,Male,"(50,70]",Male_256,"(50,70]_256",White,White
7762,256,Male,"(50,70]",Male_256,"(50,70]_256",Asian,Non-White
7763,256,Male,"(50,70]",Male_256,"(50,70]_256",Black,Non-White
7764,256,Male,"(50,70]",Male_256,"(50,70]_256",Mixed,Non-White
7765,256,Male,"(50,70]",Male_256,"(50,70]_256",Other,Non-White
7766,256,Male,"(70, Inf]",Male_256,"(70, Inf]_256",White,White
7767,256,Male,"(70, Inf]",Male_256,"(70, Inf]_256",Asian,Non-White
7768,256,Male,"(70, Inf]",Male_256,"(70, Inf]_256",Black,Non-White
7769,256,Male,"(70, Inf]",Male_256,"(70, Inf]_256",Mixed,Non-White
7770,256,Male,"(70, Inf]",Male_256,"(70, Inf]_256",Other,Non-White
7771,256,Female,"(1,11]",Female_256,"(1,11]_256",White,White
7772,256,Female,"(1,11]",Female_256,"(1,11]_256",Asian,Non-White
7773,256,Female,"(1,11]",Female_256,"(1,11]_256",Black,Non-White
7774,256,Female,"(1,11]",Female_256,"(1,11]_256",Mixed,Non-White
7775,256,Female,"(1,11]",Female_256,"(1,11]_256",Other,Non-White
7776,256,Female,"(11,16]",Female_256,"(11,16]_256",White,White
7777,256,Female,"(11,16]",Female_256,"(11,16]_256",Asian,Non-White
7778,256,Female,"(11,16]",Female_256,"(11,16]_256",Black,Non-White
7779,256,Female,"(11,16]",Female_256,"(11,16]_256",Mixed,Non-White
7780,256,Female,"(11,16]",Female_256,"(11,16]_256",Other,Non-White
7781,256,Female,"(16,25]",Female_256,"(16,25]_256",White,White
7782,256,Female,"(16,25]",Female_256,"(16,25]_256",Asian,Non-White
7783,256,Female,"(16,25]",Female_256,"(16,25]_256",Black,Non-White
7784,256,Female,"(16,25]",Female_256,"(16,25]_256",Mixed,Non-White
7785,256,Female,"(16,25]",Female_256,"(16,25]_256",Other,Non-White
7786,256,Female,"(25,50]",Female_256,"(25,50]_256",White,White
7787,256,Female,"(25,50]",Female_256,"(25,50]_256",Asian,Non-White
7788,256,Female,"(25,50]",Female_256,"(25,50]_256",Black,Non-White
7789,256,Female,"(25,50]",Female_256,"(25,50]_256",Mixed,Non-White
7790,256,Female,"(25,50]",Female_256,"(25,50]_256",Other,Non-White
7791,256,Female,"(50,70]",Female_256,"(50,70]_256",White,White
7792,256,Female,"(50,70]",Female_256,"(50,70]_256",Asian,Non-White
7793,256,Female,"(50,70]",Female_256,"(50,70]_256",Black,Non-White
7794,256,Female,"(50,70]",Female_256,"(50,70]_256",Mixed,Non-White
7795,256,Female,"(50,70]",Female_256,"(50,70]_256",Other,Non-White
7796,256,Female,"(70, Inf]",Female_256,"(70, Inf]_256",White,White
7797,256,Female,"(70, Inf]",Female_256,"(70, Inf]_256",Asian,Non-White
7798,256,Female,"(70, Inf]",Female_256,"(70, Inf]_256",Black,Non-White
7799,256,Female,"(70, Inf]",Female_256,"(70, Inf]_256",Mixed,Non-White
7800,256,Female,"(70, Inf]",Female_256,"(70, Inf]_256",Other,Non-White
7801,257,Male,"(1,11]",Male_257,"(1,11]_257",White,White
7802,257,Male,"(1,11]",Male_257,"(1,11]_257",Asian,Non-White
7803,257,Male,"(1,11]",Male_257,"(1,11]_257",Black,Non-White
7804,257,Male,"(1,11]",Male_257,"(1,11]_257",Mixed,Non-White
7805,257,Male,"(1,11]",Male_257,"(1,11]_257",Other,Non-White
7806,257,Male,"(11,16]",Male_257,"(11,16]_257",White,White
7807,257,Male,"(11,16]",Male_257,"(11,16]_257",Asian,Non-White
7808,257,Male,"(11,16]",Male_257,"(11,16]_257",Black,Non-White
7809,257,Male,"(11,16]",Male_257,"(11,16]_257",Mixed,Non-White
7810,257,Male,"(11,16]",Male_257,"(11,16]_257",Other,Non-White
7811,257,Male,"(16,25]",Male_257,"(16,25]_257",White,White
7812,257,Male,"(16,25]",Male_257,"(16,25]_257",Asian,Non-White
7813,257,Male,"(16,25]",Male_257,"(16,25]_257",Black,Non-White
7814,257,Male,"(16,25]",Male_257,"(16,25]_257",Mixed,Non-White
7815,257,Male,"(16,25]",Male_257,"(16,25]_257",Other,Non-White
7816,257,Male,"(25,50]",Male_257,"(25,50]_257",White,White
7817,257,Male,"(25,50]",Male_257,"(25,50]_257",Asian,Non-White
7818,257,Male,"(25,50]",Male_257,"(25,50]_257",Black,Non-White
7819,257,Male,"(25,50]",Male_257,"(25,50]_257",Mixed,Non-White
7820,257,Male,"(25,50]",Male_257,"(25,50]_257",Other,Non-White
7821,257,Male,"(50,70]",Male_257,"(50,70]_257",White,White
7822,257,Male,"(50,70]",Male_257,"(50,70]_257",Asian,Non-White
7823,257,Male,"(50,70]",Male_257,"(50,70]_257",Black,Non-White
7824,257,Male,"(50,70]",Male_257,"(50,70]_257",Mixed,Non-White
7825,257,Male,"(50,70]",Male_257,"(50,70]_257",Other,Non-White
7826,257,Male,"(70, Inf]",Male_257,"(70, Inf]_257",White,White
7827,257,Male,"(70, Inf]",Male_257,"(70, Inf]_257",Asian,Non-White
7828,257,Male,"(70, Inf]",Male_257,"(70, Inf]_257",Black,Non-White
7829,257,Male,"(70, Inf]",Male_257,"(70, Inf]_257",Mixed,Non-White
7830,257,Male,"(70, Inf]",Male_257,"(70, Inf]_257",Other,Non-White
7831,257,Female,"(1,11]",Female_257,"(1,11]_257",White,White
7832,257,Female,"(1,11]",Female_257,"(1,11]_257",Asian,Non-White
7833,257,Female,"(1,11]",Female_257,"(1,11]_257",Black,Non-White
7834,257,Female,"(1,11]",Female_257,"(1,11]_257",Mixed,Non-White
7835,257,Female,"(1,11]",Female_257,"(1,11]_257",Other,Non-White
7836,257,Female,"(11,16]",Female_257,"(11,16]_257",White,White
7837,257,Female,"(11,16]",Female_257,"(11,16]_257",Asian,Non-White
7838,257,Female,"(11,16]",Female_257,"(11,16]_257",Black,Non-White
7839,257,Female,"(11,16]",Female_257,"(11,16]_257",Mixed,Non-White
7840,257,Female,"(11,16]",Female_257,"(11,16]_257",Other,Non-White
7841,257,Female,"(16,25]",Female_257,"(16,25]_257",White,White
7842,257,Female,"(16,25]",Female_257,"(16,25]_257",Asian,Non-White
7843,257,Female,"(16,25]",Female_257,"(16,25]_257",Black,Non-White
7844,257,Female,"(16,25]",Female_257,"(16,25]_257",Mixed,Non-White
7845,257,Female,"(16,25]",Female_257,"(16,25]_257",Other,Non-White
7846,257,Female,"(25,50]",Female_257,"(25,50]_257",White,White
7847,257,Female,"(25,50]",Female_257,"(25,50]_257",Asian,Non-White
7848,257,Female,"(25,50]",Female_257,"(25,50]_257",Black,Non-White
7849,257,Female,"(25,50]",Female_257,"(25,50]_257",Mixed,Non-White
7850,257,Female,"(25,50]",Female_257,"(25,50]_257",Other,Non-White
7851,257,Female,"(50,70]",Female_257,"(50,70]_257",White,White
7852,257,Female,"(50,70]",Female_257,"(50,70]_257",Asian,Non-White
7853,257,Female,"(50,70]",Female_257,"(50,70]_257",Black,Non-White
7854,257,Female,"(50,70]",Female_257,"(50,70]_257",Mixed,Non-White
7855,257,Female,"(50,70]",Female_257,"(50,70]_257",Other,Non-White
7856,257,Female,"(70, Inf]",Female_257,"(70, Inf]_257",White,White
7857,257,Female,"(70, Inf]",Female_257,"(70, Inf]_257",Asian,Non-White
7858,257,Female,"(70, Inf]",Female_257,"(70, Inf]_257",Black,Non-White
7859,257,Female,"(70, Inf]",Female_257,"(70, Inf]_257",Mixed,Non-White
7860,257,Female,"(70, Inf]",Female_257,"(70, Inf]_257",Other,Non-White
7861,258,Male,"(1,11]",Male_258,"(1,11]_258",White,White
7862,258,Male,"(1,11]",Male_258,"(1,11]_258",Asian,Non-White
7863,258,Male,"(1,11]",Male_258,"(1,11]_258",Black,Non-White
7864,258,Male,"(1,11]",Male_258,"(1,11]_258",Mixed,Non-White
7865,258,Male,"(1,11]",Male_258,"(1,11]_258",Other,Non-White
7866,258,Male,"(11,16]",Male_258,"(11,16]_258",White,White
7867,258,Male,"(11,16]",Male_258,"(11,16]_258",Asian,Non-White
7868,258,Male,"(11,16]",Male_258,"(11,16]_258",Black,Non-White
7869,258,Male,"(11,16]",Male_258,"(11,16]_258",Mixed,Non-White
7870,258,Male,"(11,16]",Male_258,"(11,16]_258",Other,Non-White
7871,258,Male,"(16,25]",Male_258,"(16,25]_258",White,White
7872,258,Male,"(16,25]",Male_258,"(16,25]_258",Asian,Non-White
7873,258,Male,"(16,25]",Male_258,"(16,25]_258",Black,Non-White
7874,258,Male,"(16,25]",Male_258,"(16,25]_258",Mixed,Non-White
7875,258,Male,"(16,25]",Male_258,"(16,25]_258",Other,Non-White
7876,258,Male,"(25,50]",Male_258,"(25,50]_258",White,White
7877,258,Male,"(25,50]",Male_258,"(25,50]_258",Asian,Non-White
7878,258,Male,"(25,50]",Male_258,"(25,50]_258",Black,Non-White
7879,258,Male,"(25,50]",Male_258,"(25,50]_258",Mixed,Non-White
7880,258,Male,"(25,50]",Male_258,"(25,50]_258",Other,Non-White
7881,258,Male,"(50,70]",Male_258,"(50,70]_258",White,White
7882,258,Male,"(50,70]",Male_258,"(50,70]_258",Asian,Non-White
7883,258,Male,"(50,70]",Male_258,"(50,70]_258",Black,Non-White
7884,258,Male,"(50,70]",Male_258,"(50,70]_258",Mixed,Non-White
7885,258,Male,"(50,70]",Male_258,"(50,70]_258",Other,Non-White
7886,258,Male,"(70, Inf]",Male_258,"(70, Inf]_258",White,White
7887,258,Male,"(70, Inf]",Male_258,"(70, Inf]_258",Asian,Non-White
7888,258,Male,"(70, Inf]",Male_258,"(70, Inf]_258",Black,Non-White
7889,258,Male,"(70, Inf]",Male_258,"(70, Inf]_258",Mixed,Non-White
7890,258,Male,"(70, Inf]",Male_258,"(70, Inf]_258",Other,Non-White
7891,258,Female,"(1,11]",Female_258,"(1,11]_258",White,White
7892,258,Female,"(1,11]",Female_258,"(1,11]_258",Asian,Non-White
7893,258,Female,"(1,11]",Female_258,"(1,11]_258",Black,Non-White
7894,258,Female,"(1,11]",Female_258,"(1,11]_258",Mixed,Non-White
7895,258,Female,"(1,11]",Female_258,"(1,11]_258",Other,Non-White
7896,258,Female,"(11,16]",Female_258,"(11,16]_258",White,White
7897,258,Female,"(11,16]",Female_258,"(11,16]_258",Asian,Non-White
7898,258,Female,"(11,16]",Female_258,"(11,16]_258",Black,Non-White
7899,258,Female,"(11,16]",Female_258,"(11,16]_258",Mixed,Non-White
7900,258,Female,"(11,16]",Female_258,"(11,16]_258",Other,Non-White
7901,258,Female,"(16,25]",Female_258,"(16,25]_258",White,White
7902,258,Female,"(16,25]",Female_258,"(16,25]_258",Asian,Non-White
7903,258,Female,"(16,25]",Female_258,"(16,25]_258",Black,Non-White
7904,258,Female,"(16,25]",Female_258,"(16,25]_258",Mixed,Non-White
7905,258,Female,"(16,25]",Female_258,"(16,25]_258",Other,Non-White
7906,258,Female,"(25,50]",Female_258,"(25,50]_258",White,White
7907,258,Female,"(25,50]",Female_258,"(25,50]_258",Asian,Non-White
7908,258,Female,"(25,50]",Female_258,"(25,50]_258",Black,Non-White
7909,258,Female,"(25,50]",Female_258,"(25,50]_258",Mixed,Non-White
7910,258,Female,"(25,50]",Female_258,"(25,50]_258",Other,Non-White
7911,258,Female,"(50,70]",Female_258,"(50,70]_258",White,White
7912,258,Female,"(50,70]",Female_258,"(50,70]_258",Asian,Non-White
7913,258,Female,"(50,70]",Female_258,"(50,70]_258",Black,Non-White
7914,258,Female,"(50,70]",Female_258,"(50,70]_258",Mixed,Non-White
7915,258,Female,"(50,70]",Female_258,"(50,70]_258",Other,Non-White
7916,258,Female,"(70, Inf]",Female_258,"(70, Inf]_258",White,White
7917,258,Female,"(70, Inf]",Female_258,"(70, Inf]_258",Asian,Non-White
7918,258,Female,"(70, Inf]",Female_258,"(70, Inf]_258",Black,Non-White
7919,258,Female,"(70, Inf]",Female_258,"(70, Inf]_258",Mixed,Non-White
7920,258,Female,"(70, Inf]",Female_258,"(70, Inf]_258",Other,Non-White
7921,259,Male,"(1,11]",Male_259,"(1,11]_259",White,White
7922,259,Male,"(1,11]",Male_259,"(1,11]_259",Asian,Non-White
7923,259,Male,"(1,11]",Male_259,"(1,11]_259",Black,Non-White
